"","market","airlineaa","airlinedl","airlineua","airlineal","airlinelcc","airlinewn","airport1","state1","city1","population1","route1","tourism1","airport2","state2","city2","population2","route2","tourism2","distance","distancesq","passengers","airpresence","population","route","firm_nb"
"364","BDLELP",1,0,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"ELP","US-TX","El Paso",563662,51,0,2014,4056196,938,1889132,342620,58.5,1
"365","BDLFLL",0,1,0,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,1173,1375929,30064,35265072,136987.5,75,4
"366","BDLGRR",0,0,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"GRR","US-MI","Grand Rapids",197800,42,0,659,434281,1337,881083,159689,54,1
"367","BDLGSO",0,1,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"GSO","US-NC","Greensboro",223891,46,0,561,314721,2092,1173612,172734.5,56,2
"368","BDLGSP",0,0,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"GSP","US-SC","Greenville",56720,36,0,709,502681,1575,1116675,89149,51,1
"369","BDLHOU",0,1,0,0,0,1,"BDL","US-CT","Hartford",121578,66,0,"HOU","US-TX","Houston",1953631,70,0,1519,2307361,2945,4473455,1037604.5,68,2
"370","BDLIAD",0,0,1,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"IAD","US-DC","Washington",572059,66,0,326,106276,4628,1508728,346818.5,66,1
"371","BDLIND",1,0,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"IND","US-IN","Indianapolis",781870,76,0,728,529984,6355,4626440,451724,71,4
"372","BDLJAN",0,1,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"JAN","US-MS","Jackson",184256,43,0,1171,1371241,826,967246,152917,54.5,1
"373","BDLJAX",0,1,0,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"JAX","US-FL","Jacksonville",735617,73,1,935,874225,6583,6155105,428597.5,69.5,4
"374","BDLJFK",1,0,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"JFK","US-NY","New York",8008278,51,0,106,11236,804,85224,4064928,58.5,1
"375","BDLLAX",1,1,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"LAX","US-CA","Los Angeles",3694820,95,1,2527,6385729,17989,45458204,1908199,80.5,5
"376","BDLLIT",1,1,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"LIT","US-AR","Little Rock",183133,53,0,1174,1378276,1347,1581378,152355.5,59.5,2
"377","BDLMCI",1,1,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"MCI","US-MO","Kansas City",441545,86,0,1169,1366561,4662,5449878,281561.5,76,5
"378","BDLMCO",1,1,1,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"MCO","US-FL","Orlando",185951,92,1,1050,1102500,57650,60532500,153764.5,79,6
"379","BDLMDW",0,0,0,0,0,1,"BDL","US-CT","Hartford",121578,66,0,"MDW","US-IL","Chicago",2896016,60,0,777,603729,7483,5814291,1508797,63,1
"380","BDLMEM",0,1,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"MEM","US-TN","Memphis",650100,70,0,1062,1127844,2412,2561544,385839,68,2
"381","BDLMIA",1,1,1,1,1,0,"BDL","US-CT","Hartford",121578,66,0,"MIA","US-FL","Miami",362470,89,1,1194,1425636,7094,8470236,242024,77.5,5
"382","BDLMKE",0,0,0,1,1,0,"BDL","US-CT","Hartford",121578,66,0,"MKE","US-WI","Milwaukee",596974,64,0,780,608400,4346,3389880,359276,65,2
"383","BDLMLB",0,1,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"MLB","US-FL","Melbourne",71382,28,1,1059,1121481,918,972162,96480,47,1
"384","BDLMSY",1,1,1,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"MSY","US-LA","New Orleans",484674,87,0,1279,1635841,9125,11670875,303126,76.5,6
"385","BDLOAK",1,0,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"OAK","US-CA","Oakland",399484,57,1,2614,6832996,5210,13618940,260531,61.5,4
"386","BDLOKC",1,0,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"OKC","US-OK","Oklahoma City",506132,61,0,1417,2007889,2071,2934607,313855,63.5,1
"387","BDLOMA",1,0,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"OMA","US-NE","Omaha",390007,56,0,1199,1437601,2375,2847625,255792.5,61,4
"388","BDLORD",1,1,1,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"ORD","US-IL","Chicago",2896016,97,0,783,613089,28145,22037536,1508797,81.5,4
"389","BDLORF",0,0,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"ORF","US-VA","Norfolk",234403,66,0,397,157609,2548,1011556,177990.5,66,1
"390","BDLPBI",0,1,0,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"PBI","US-FL","West Palm Beach",82103,68,1,1133,1283689,25863,29302780,101840.5,67,4
"391","BDLPDX",1,1,1,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"PDX","US-OR","Portland",529121,68,0,2470,6100900,4987,12317890,325349.5,67,4
"392","BDLPNS",0,1,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"PNS","US-FL","Pensacola",56255,38,1,1131,1279161,708,800748,88916.5,52,2
"393","BDLRDU",0,0,0,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,532,283024,11545,6141940,292353,71.5,3
"394","BDLRIC",0,0,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"RIC","US-VA","Richmond",197790,50,0,393,154449,1710,672030,159684,58,1
"395","BDLRSW",1,1,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"RSW","US-FL","Fort Myers",51970,68,1,1180,1392400,9440,11139200,86774,67,3
"396","BDLSAN",1,1,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"SAN","US-CA","San Diego",1223400,85,1,2502,6260004,9451,23646402,672489,75.5,5
"397","BDLSAT",1,1,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"SAT","US-TX","San Antonio",1144646,80,0,1673,2798929,4235,7085155,633112,73,5
"398","BDLSDF",0,1,0,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"SDF","US-KY","Louisville",256231,62,0,741,549081,2649,1962909,188904.5,64,3
"399","BDLSEA",1,1,1,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"SEA","US-WA","Seattle",563374,86,0,2431,5909761,7036,17104516,342476,76,4
"400","BDLSFO",1,1,1,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"SFO","US-CA","San Francisco",776733,88,1,2625,6890625,11162,29300250,449155.5,77,4
"401","BDLSJC",1,1,1,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"SJC","US-CA","San Jose",894943,59,1,2609,6806881,4702,12267518,508260.5,62.5,4
"402","BDLSLC",1,1,1,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"SLC","US-UT","Salt Lake City",181743,74,0,2026,4104676,4567,9252742,151660.5,70,3
"403","BDLSMF",1,0,1,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"SMF","US-CA","Sacramento",407018,61,1,2558,6543364,2936,7510288,264298,63.5,4
"404","BDLSNA",1,0,1,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"SNA","US-CA","Santa Ana",337977,60,1,2508,6290064,3930,9856440,229777.5,63,2
"405","BDLSRQ",0,1,0,1,0,0,"BDL","US-CT","Hartford",121578,66,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,1150,1322500,2584,2971600,87146.5,54.5,2
"406","BDLSTL",1,0,0,1,0,1,"BDL","US-CT","Hartford",121578,66,0,"STL","US-MO","St Louis",348189,90,0,957,915849,8702,8327814,234883.5,78,3
"407","BDLTPA",1,1,1,1,1,1,"BDL","US-CT","Hartford",121578,66,0,"TPA","US-FL","Tampa",303447,92,1,1111,1234321,23344,25935184,212512.5,79,6
"408","BDLTUL",1,0,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"TUL","US-OK","Tulsa",393049,52,0,1305,1703025,1481,1932705,257313.5,59,1
"409","BDLTUS",1,1,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"TUS","US-AZ","Tucson",486699,60,0,2200,4840000,1844,4056800,304138.5,63,2
"410","BDLTYS",0,1,0,0,0,0,"BDL","US-CT","Hartford",121578,66,0,"TYS","US-TN","Knoxville",173890,38,0,745,555025,1860,1385700,147734,52,1
"411","BFLDAL",0,0,0,0,0,0,"BFL","US-CA","Bakersfield",247057,2,1,"DAL","US-TX","Dallas",1188580,93,0,1355,1836025,55,74525,717818.5,47.5,0
"412","BFLDFW",1,0,0,0,0,0,"BFL","US-CA","Bakersfield",247057,2,1,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,1279,1635841,1125,1438875,390875.5,50,1
"413","BHMBNA",0,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"BNA","US-TN","Nashville",545524,86,0,177,31329,3022,534894,394172,73,1
"414","BHMBOS",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"BOS","US-MA","Boston",589141,90,0,1050,1102500,2720,2856000,415980.5,75,2
"415","BHMBUF",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"BUF","US-NY","Buffalo",292648,54,0,784,614656,1320,1034880,267734,57,2
"416","BHMBWI",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"BWI","US-MD","Baltimore",651154,85,0,682,465124,16747,11421454,446987,72.5,3
"417","BHMCAE",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"CAE","US-SC","Columbia",116278,38,0,325,105625,475,154375,179549,49,1
"418","BHMCHS",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"CHS","US-SC","Charleston",96650,55,0,393,154449,768,301824,169735,57.5,1
"419","BHMCMH",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"CMH","US-OH","Columbus",711470,73,0,512,262144,2660,1361920,477145,66.5,3
"420","BHMCVG",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"CVG","US-KY","Cincinnati",331285,70,0,396,156816,1589,629244,287052.5,65,1
"421","BHMDAL",0,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"DAL","US-TX","Dallas",1188580,93,0,587,344569,2613,1533831,715700,76.5,1
"422","BHMDCA",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"DCA","US-DC","Washington",572059,87,0,654,427716,2536,1658544,407439.5,73.5,2
"423","BHMDEN",1,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"DEN","US-CO","Denver",554636,95,0,1083,1172889,3710,4017930,398728,77.5,3
"424","BHMDFW",1,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,597,356409,7435,4438695,388757,79,2
"425","BHMELP",1,0,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"ELP","US-TX","El Paso",563662,51,0,1148,1317904,915,1050420,403241,55.5,3
"426","BHMFLL",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,650,422500,4537,2949050,197608.5,72,2
"427","BHMGSO",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"GSO","US-NC","Greensboro",223891,46,0,425,180625,797,338725,233355.5,53,1
"428","BHMHOU",0,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"HOU","US-TX","Houston",1953631,70,0,570,324900,7931,4520670,1098225.5,65,1
"429","BHMIAD",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"IAD","US-DC","Washington",572059,66,0,667,444889,821,547607,407439.5,63,1
"430","BHMIND",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"IND","US-IN","Indianapolis",781870,76,0,494,244036,1806,892164,512345,68,2
"431","BHMISP",0,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"ISP","US-NY","Islip",17932,30,0,902,813604,958,864116,130376,45,1
"432","BHMJAN",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"JAN","US-MS","Jackson",184256,43,0,211,44521,439,92629,213538,51.5,1
"433","BHMJAX",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"JAX","US-FL","Jacksonville",735617,73,1,365,133225,3771,1376415,489218.5,66.5,2
"434","BHMLAX",1,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"LAX","US-CA","Los Angeles",3694820,95,1,1815,3294225,7734,14037210,1968820,77.5,4
"435","BHMLGA",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"LGA","US-NY","New York",8008278,87,0,866,749956,6375,5520750,4125549,73.5,2
"436","BHMLIT",0,0,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"LIT","US-AR","Little Rock",183133,53,0,340,115600,616,209440,212976.5,56.5,1
"437","BHMMCI",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"MCI","US-MO","Kansas City",441545,86,0,594,352836,3156,1874664,342182.5,73,3
"438","BHMMCO",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"MCO","US-FL","Orlando",185951,92,1,478,228484,12260,5860280,214385.5,76,3
"439","BHMMDW",0,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"MDW","US-IL","Chicago",2896016,60,0,570,324900,9550,5443500,1569418,60,1
"440","BHMMEM",0,0,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"MEM","US-TN","Memphis",650100,70,0,211,44521,1264,266704,446460,65,1
"441","BHMMIA",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"MIA","US-FL","Miami",362470,89,1,671,450241,3103,2082113,302645,74.5,1
"442","BHMMKE",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"MKE","US-WI","Milwaukee",596974,64,0,651,423801,915,595665,419897,62,2
"443","BHMMSY",0,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"MSY","US-LA","New Orleans",484674,87,0,321,103041,13093,4202853,363747,73.5,1
"444","BHMOAK",1,0,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"OAK","US-CA","Oakland",399484,57,1,2004,4016016,2134,4276536,321152,58.5,2
"445","BHMOKC",0,0,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"OKC","US-OK","Oklahoma City",506132,61,0,631,398161,1479,933249,374476,60.5,2
"446","BHMOMA",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"OMA","US-NE","Omaha",390007,56,0,732,535824,1195,874740,316413.5,58,2
"447","BHMORD",0,1,1,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"ORD","US-IL","Chicago",2896016,97,0,584,341056,4970,2902480,1569418,78.5,3
"448","BHMORF",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"ORF","US-VA","Norfolk",234403,66,0,641,410881,862,552542,238611.5,63,2
"449","BHMPBI",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"PBI","US-FL","West Palm Beach",82103,68,1,619,383161,1807,1118533,162461.5,64,2
"450","BHMPDX",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"PDX","US-OR","Portland",529121,68,0,2064,4260096,1759,3630576,385970.5,64,1
"451","BHMPVD",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"PVD","US-RI","Providence",173618,59,0,1009,1018081,1810,1826290,208219,59.5,3
"452","BHMRDU",0,1,0,1,1,1,"BHM","US-AL","Birmingham",242820,60,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,481,231361,5582,2684942,352974,68.5,4
"453","BHMRIC",0,1,0,1,0,0,"BHM","US-AL","Birmingham",242820,60,0,"RIC","US-VA","Richmond",197790,50,0,597,356409,1015,605955,220305,55,2
"454","BHMRSW",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"RSW","US-FL","Fort Myers",51970,68,1,611,373321,788,481468,147395,64,1
"455","BHMSAN",1,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SAN","US-CA","San Diego",1223400,85,1,1759,3094081,3217,5658703,733110,72.5,4
"456","BHMSAT",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SAT","US-TX","San Antonio",1144646,80,0,744,553536,3122,2322768,693733,70,3
"457","BHMSDF",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SDF","US-KY","Louisville",256231,62,0,323,104329,5998,1937354,249525.5,61,2
"458","BHMSEA",1,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SEA","US-WA","Seattle",563374,86,0,2081,4330561,3997,8317757,403097,73,4
"459","BHMSFO",1,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"SFO","US-CA","San Francisco",776733,88,1,2013,4052169,2189,4406457,509776.5,74,2
"460","BHMSJC",1,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SJC","US-CA","San Jose",894943,59,1,1989,3956121,1991,3960099,568881.5,59.5,4
"461","BHMSLC",1,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SLC","US-UT","Salt Lake City",181743,74,0,1472,2166784,2705,3981760,212281.5,67,3
"462","BHMSMF",1,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"SMF","US-CA","Sacramento",407018,61,1,1968,3873024,1884,3707712,324919,60.5,3
"463","BHMSNA",1,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"SNA","US-CA","Santa Ana",337977,60,1,1802,3247204,1127,2030854,290398.5,60,2
"464","BHMSRQ",0,1,0,0,0,0,"BHM","US-AL","Birmingham",242820,60,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,493,243049,431,212483,147767.5,51.5,1
"465","BHMSTL",0,1,0,1,0,1,"BHM","US-AL","Birmingham",242820,60,0,"STL","US-MO","St Louis",348189,90,0,410,168100,4692,1923720,295504.5,75,3
"466","BHMTPA",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"TPA","US-FL","Tampa",303447,92,1,460,211600,10717,4929820,273133.5,76,2
"467","BHMTUL",0,1,0,0,0,1,"BHM","US-AL","Birmingham",242820,60,0,"TUL","US-OK","Tulsa",393049,52,0,549,301401,1303,715347,317934.5,56,2
"468","BNABOI",0,0,1,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"BOI","US-ID","Boise",185787,38,0,1662,2762244,1172,1947864,365655.5,62,2
"469","BNABOS",1,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"BOS","US-MA","Boston",589141,90,0,943,889249,4804,4530172,567332.5,88,3
"470","BNABTR",0,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"BTR","US-LA","Baton Rouge",227818,33,0,464,215296,942,437088,386671,59.5,2
"471","BNABUF",0,0,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"BUF","US-NY","Buffalo",292648,54,0,640,409600,3321,2125440,419086,70,2
"472","BNABUR",1,0,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"BUR","US-CA","Burbank",100316,39,1,1790,3204100,1252,2241080,322920,62.5,2
"473","BNABWI",0,1,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"BWI","US-MD","Baltimore",651154,85,0,587,344569,36259,21284032,598339,85.5,3
"474","BNACAE",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"CAE","US-SC","Columbia",116278,38,0,405,164025,1164,471420,330901,62,1
"475","BNACHS",0,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"CHS","US-SC","Charleston",96650,55,0,473,223729,1628,770044,321087,70.5,2
"476","BNACMH",0,1,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"CMH","US-OH","Columbus",711470,73,0,338,114244,5813,1964794,628497,79.5,2
"477","BNACOS",1,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"COS","US-CO","Colorado Springs",360890,49,0,1045,1092025,2916,3047220,453207,67.5,2
"478","BNACRP",0,0,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"CRP","US-TX","Corpus Christi",277454,25,0,857,734449,808,692456,411489,55.5,1
"479","BNACVG",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"CVG","US-KY","Cincinnati",331285,70,0,230,52900,2308,530840,438404.5,78,1
"480","BNADAB",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"DAB","US-FL","Daytona Beach",64112,34,1,580,336400,612,354960,304818,60,1
"481","BNADAL",0,0,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"DAL","US-TX","Dallas",1188580,93,0,623,388129,2617,1630391,867052,89.5,1
"482","BNADCA",0,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"DCA","US-DC","Washington",572059,87,0,562,315844,5048,2836976,558791.5,86.5,2
"483","BNADEN",1,1,1,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"DEN","US-CO","Denver",554636,95,0,1013,1026169,7947,8050311,550080,90.5,4
"484","BNADFW",1,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"DFW","US-TX","Dallas-Fort Worth",534694,98,0,631,398161,15077,9513587,540109,92,3
"485","BNADSM",1,0,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"DSM","US-IA","Des Moines",198682,35,0,529,279841,1037,548573,372103,60.5,1
"486","BNAELP",1,1,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"ELP","US-TX","El Paso",563662,51,0,1167,1361889,2403,2804301,554593,68.5,3
"487","BNAFAT",1,0,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"FAT","US-CA","Fresno",427652,19,1,1857,3448449,545,1012065,486588,52.5,1
"488","BNAFLL",0,1,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"FLL","US-FL","Fort Lauderdale",152397,84,1,793,628849,14716,11669788,348960.5,85,3
"489","BNAFNT",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"FNT","US-MI","Flint",124943,28,0,497,247009,892,443324,335233.5,57,1
"490","BNAGEG",0,0,1,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"GEG","US-WA","Spokane",195629,43,0,1849,3418801,1522,2814178,370576.5,64.5,3
"491","BNAGRR",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"GRR","US-MI","Grand Rapids",197800,42,0,470,220900,1502,705940,371662,64,1
"492","BNAGSO",0,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"GSO","US-NC","Greensboro",223891,46,0,377,142129,1255,473135,384707.5,66,2
"493","BNAGSP",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"GSP","US-SC","Greenville",56720,36,0,367,134689,1157,424619,301122,61,1
"494","BNAHOU",0,0,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"HOU","US-TX","Houston",1953631,70,0,670,448900,14526,9732420,1249577.5,78,1
"495","BNAIAD",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"IAD","US-DC","Washington",572059,66,0,542,293764,807,437394,558791.5,76,1
"496","BNAICT",1,0,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"ICT","US-KS","Wichita",344284,32,0,653,426409,794,518482,444904,59,1
"497","BNAISP",0,0,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"ISP","US-NY","Islip",17932,30,0,803,644809,8504,6828712,281728,58,1
"498","BNAJAN",0,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"JAN","US-MS","Jackson",184256,43,0,327,106929,1850,604950,364890,64.5,2
"499","BNAJAX",0,1,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"JAX","US-FL","Jacksonville",735617,73,1,484,234256,10516,5089744,640570.5,79.5,2
"500","BNAJFK",0,0,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"JFK","US-NY","New York",8008278,51,0,766,586756,339,259674,4276901,68.5,0
"501","BNALAN",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"LAN","US-MI","Lansing",119128,24,0,472,222784,635,299720,332326,55,1
"502","BNALAX",1,1,1,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"LAX","US-CA","Los Angeles",3694820,95,1,1797,3229209,19629,35273312,2120172,90.5,5
"503","BNALGA",1,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"LGA","US-NY","New York",8008278,87,0,764,583696,11998,9166472,4276901,86.5,3
"504","BNALIT",1,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"LIT","US-AR","Little Rock",183133,53,0,327,106929,745,243615,364328.5,69.5,3
"505","BNAMBS",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"MBS","US-MI","Saginaw",61799,27,0,529,279841,619,327451,303661.5,56.5,1
"506","BNAMCI",1,1,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"MCI","US-MO","Kansas City",441545,86,0,491,241081,15973,7842743,493534.5,86,4
"507","BNAMCO",0,1,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"MCO","US-FL","Orlando",185951,92,1,616,379456,25165,15501640,365737.5,89,3
"508","BNAMDT",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"MDT","US-PA","Harrisburg",48880,31,0,647,418609,1243,804221,297202,58.5,1
"509","BNAMDW",0,0,0,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"MDW","US-IL","Chicago",2896016,60,0,395,156025,26602,10507790,1720770,73,1
"510","BNAMEM",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"MEM","US-TN","Memphis",650100,70,0,200,40000,1562,312400,597812,78,1
"511","BNAMFE",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"MFE","US-TX","Mc Allen",106414,22,0,973,946729,560,544880,325969,54,1
"512","BNAMIA",1,1,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"MIA","US-FL","Miami",362470,89,1,806,649636,4331,3490786,453997,87.5,3
"513","BNAMKE",0,0,0,1,0,0,"BNA","US-TN","Nashville",545524,86,0,"MKE","US-WI","Milwaukee",596974,64,0,475,225625,3245,1541375,571249,75,1
"514","BNAMLB",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"MLB","US-FL","Melbourne",71382,28,1,657,431649,311,204327,308453,57,1
"515","BNAMOB",0,1,0,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"MOB","US-AL","Mobile",198915,29,0,385,148225,660,254100,372219.5,57.5,1
"516","BNAMSY",0,1,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"MSY","US-LA","New Orleans",484674,87,0,471,221841,16876,7948596,515099,86.5,3
"517","BNAOAK",1,1,1,0,0,1,"BNA","US-TN","Nashville",545524,86,0,"OAK","US-CA","Oakland",399484,57,1,1959,3837681,6436,12608124,472504,71.5,4
"518","BNAOKC",1,1,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"OKC","US-OK","Oklahoma City",506132,61,0,615,378225,3925,2413875,525828,73.5,4
"519","BNAOMA",1,0,0,1,0,1,"BNA","US-TN","Nashville",545524,86,0,"OMA","US-NE","Omaha",390007,56,0,613,375769,2994,1835322,467765.5,71,3
"520","BNAORD",1,1,1,0,0,0,"BNA","US-TN","Nashville",545524,86,0,"ORD","US-IL","Chicago",2896016,97,0,409,167281,14646,5990214,1720770,91.5,3
