"","market","airlineaa","airlinedl","airlineua","airlineal","airlinelcc","airlinewn","airport1","state1","city1","population1","route1","tourism1","airport2","state2","city2","population2","route2","tourism2","distance","distancesq","passengers","airpresence","population","route","firm_nb"
"2176","MCOMDW",0,0,0,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"MDW","US-IL","Chicago",2896016,60,0,989,978121,52700,52120300,1540983.5,76,3
"2177","MCOMEM",0,1,0,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"MEM","US-TN","Memphis",650100,70,0,683,466489,11881,8114723,418025.5,81,3
"2178","MCOMFE",1,0,0,1,0,0,"MCO","US-FL","Orlando",185951,92,1,"MFE","US-TX","Mc Allen",106414,22,0,1169,1366561,1613,1885597,146182.5,57,2
"2179","MCOMIA",1,0,0,0,0,0,"MCO","US-FL","Orlando",185951,92,1,"MIA","US-FL","Miami",362470,89,1,193,37249,8845,1707085,274210.5,90.5,1
"2180","MCOMKE",1,1,1,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"MKE","US-WI","Milwaukee",596974,64,0,1066,1136356,28945,30855370,391462.5,78,5
"2181","MCOMOB",0,1,0,0,0,0,"MCO","US-FL","Orlando",185951,92,1,"MOB","US-AL","Mobile",198915,29,0,694,481636,948,657912,192433,60.5,1
"2182","MCOMSY",1,1,0,0,1,1,"MCO","US-FL","Orlando",185951,92,1,"MSY","US-LA","New Orleans",484674,87,0,550,302500,25174,13845700,335312.5,89.5,4
"2183","MCOOAK",1,1,1,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"OAK","US-CA","Oakland",399484,57,1,2437,5938969,7254,17677998,292717.5,74.5,5
"2184","MCOOKC",1,1,0,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"OKC","US-OK","Oklahoma City",506132,61,0,1068,1140624,6864,7330752,346041.5,76.5,4
"2185","MCOOMA",1,1,1,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"OMA","US-NE","Omaha",390007,56,0,1210,1464100,12786,15471060,287979,74,6
"2186","MCOORD",1,1,1,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"ORD","US-IL","Chicago",2896016,97,0,1005,1010025,63912,64231560,1540983.5,94.5,5
"2187","MCOORF",0,1,0,1,0,0,"MCO","US-FL","Orlando",185951,92,1,"ORF","US-VA","Norfolk",234403,66,0,694,481636,9316,6465304,210177,79,2
"2188","MCOPBI",0,0,0,0,0,1,"MCO","US-FL","Orlando",185951,92,1,"PBI","US-FL","West Palm Beach",82103,68,1,142,20164,2800,397600,134027,80,1
"2189","MCOPDX",1,1,1,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"PDX","US-OR","Portland",529121,68,0,2534,6421156,13891,35199792,357536,80,6
"2190","MCOPHF",0,0,0,0,1,0,"MCO","US-FL","Orlando",185951,92,1,"PHF","US-VA","Newport News",180150,16,0,749,561001,2615,1958635,183050.5,54,1
"2191","MCOPVD",1,1,0,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"PVD","US-RI","Providence",173618,59,0,1073,1151329,39510,42394232,179784.5,75.5,5
"2192","MCORDU",1,1,0,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"RDU","US-NC","Raleigh/Durham",463128,77,0,534,285156,25021,13361214,324539.5,84.5,5
"2193","MCORIC",0,1,0,1,0,0,"MCO","US-FL","Orlando",185951,92,1,"RIC","US-VA","Richmond",197790,50,0,667,444889,5621,3749207,191870.5,71,2
"2194","MCOROC",0,1,1,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"ROC","US-NY","Rochester",219773,47,0,1033,1067089,12637,13054021,202862,69.5,4
"2195","MCORSW",0,0,0,0,0,0,"MCO","US-FL","Orlando",185951,92,1,"RSW","US-FL","Fort Myers",51970,68,1,133,17689,784,104272,118960.5,80,0
"2196","MCOSAN",1,1,1,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"SAN","US-CA","San Diego",1223400,85,1,2148,4613904,14688,31549824,704675.5,88.5,6
"2197","MCOSAT",1,1,0,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"SAT","US-TX","San Antonio",1144646,80,0,1040,1081600,12464,12962560,665298.5,86,4
"2198","MCOSDF",0,1,0,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"SDF","US-KY","Louisville",256231,62,0,718,515524,18296,13136528,221091,77,4
"2199","MCOSEA",1,1,1,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"SEA","US-WA","Seattle",563374,86,0,2553,6517809,24308,62058324,374662.5,89,6
"2200","MCOSFO",1,1,1,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"SFO","US-CA","San Francisco",776733,88,1,2445,5978025,17632,43110240,481342,90,5
"2201","MCOSHV",1,1,0,0,0,0,"MCO","US-FL","Orlando",185951,92,1,"SHV","US-LA","Shreveport",200145,19,0,804,646416,1651,1327404,193048,55.5,2
"2202","MCOSJC",1,1,1,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"SJC","US-CA","San Jose",894943,59,1,2419,5851561,13580,32850020,540447,75.5,5
"2203","MCOSLC",1,1,1,1,1,1,"MCO","US-FL","Orlando",185951,92,1,"SLC","US-UT","Salt Lake City",181743,74,0,1929,3721041,17032,32854728,183847,83,6
"2204","MCOSMF",1,1,1,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"SMF","US-CA","Sacramento",407018,61,1,2407,5793649,8303,19985320,296484.5,76.5,5
"2205","MCOSNA",1,1,1,1,0,0,"MCO","US-FL","Orlando",185951,92,1,"SNA","US-CA","Santa Ana",337977,60,1,2186,4778596,5594,12228484,261964,76,4
"2206","MCOSTL",1,1,1,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"STL","US-MO","St Louis",348189,90,0,880,774400,29224,25717120,267070,91,5
"2207","MCOSYR",0,1,0,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"SYR","US-NY","Syracuse",147306,41,0,1053,1108809,13661,14385033,166628.5,66.5,3
"2208","MCOTOL",1,1,0,1,1,0,"MCO","US-FL","Orlando",185951,92,1,"TOL","US-OH","Toledo",313619,15,0,937,877969,4695,4399215,249785,53.5,4
"2209","MCOTRI",0,1,0,0,0,0,"MCO","US-FL","Orlando",185951,92,1,"TRI","US-TN","Bristol/Johnson/Kingsport",115531,12,0,588,345744,1413,830844,150741,52,1
"2210","MCOTUL",1,1,0,1,0,1,"MCO","US-FL","Orlando",185951,92,1,"TUL","US-OK","Tulsa",393049,52,0,1005,1010025,6024,6054120,289500,72,4
"2211","MCOTUS",1,1,0,1,0,0,"MCO","US-FL","Orlando",185951,92,1,"TUS","US-AZ","Tucson",486699,60,0,1783,3179089,2202,3926166,336325,76,3
"2212","MCOTYS",0,1,0,1,0,0,"MCO","US-FL","Orlando",185951,92,1,"TYS","US-TN","Knoxville",173890,38,0,555,308025,4183,2321565,179920.5,65,2
"2213","MDTMIA",0,0,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"MIA","US-FL","Miami",362470,89,1,1015,1030225,1516,1538740,205675,60,1
"2214","MDTMKE",0,0,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"MKE","US-WI","Milwaukee",596974,64,0,607,368449,1119,679233,322927,47.5,1
"2215","MDTMSY",0,1,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"MSY","US-LA","New Orleans",484674,87,0,1044,1089936,1210,1263240,266777,59,2
"2216","MDTORD",1,0,1,0,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"ORD","US-IL","Chicago",2896016,97,0,594,352836,6816,4048704,1472448,64,2
"2217","MDTPBI",0,1,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"PBI","US-FL","West Palm Beach",82103,68,1,993,986049,1233,1224369,65491.5,49.5,2
"2218","MDTPNS",0,0,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"PNS","US-FL","Pensacola",56255,38,1,891,793881,488,434808,52567.5,34.5,1
"2219","MDTRSW",0,0,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"RSW","US-FL","Fort Myers",51970,68,1,984,968256,1233,1213272,50425,49.5,1
"2220","MDTSAN",0,0,0,0,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"SAN","US-CA","San Diego",1223400,85,1,2291,5248681,1476,3381516,636140,58,0
"2221","MDTSAT",1,1,0,0,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"SAT","US-TX","San Antonio",1144646,80,0,1453,2111209,1047,1521291,596763,55.5,2
"2222","MDTSEA",0,0,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"SEA","US-WA","Seattle",563374,86,0,2297,5276209,1699,3902603,306127,58.5,1
"2223","MDTSFO",1,0,1,0,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"SFO","US-CA","San Francisco",776733,88,1,2438,5943844,2120,5168560,412806.5,59.5,2
"2224","MDTSRQ",0,0,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,942,887364,633,596286,50797.5,37,1
"2225","MDTSTL",0,0,1,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"STL","US-MO","St Louis",348189,90,0,733,537289,1154,845882,198534.5,60.5,2
"2226","MDTTPA",0,1,0,1,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"TPA","US-FL","Tampa",303447,92,1,904,817216,2510,2269040,176163.5,61.5,2
"2227","MDTTUS",0,0,0,0,0,0,"MDT","US-PA","Harrisburg",48880,31,0,"TUS","US-AZ","Tucson",486699,60,0,1977,3908529,361,713697,267789.5,45.5,0
"2228","MDWMEM",0,0,0,0,1,0,"MDW","US-IL","Chicago",2896016,60,0,"MEM","US-TN","Memphis",650100,70,0,652,425104,1140,743280,1773058,65,1
"2229","MDWMIA",0,0,0,0,1,0,"MDW","US-IL","Chicago",2896016,60,0,"MIA","US-FL","Miami",362470,89,1,1182,1397124,3709,4384038,1629243,74.5,1
"2230","MDWMSY",0,0,0,0,1,1,"MDW","US-IL","Chicago",2896016,60,0,"MSY","US-LA","New Orleans",484674,87,0,825,680625,8637,7125525,1690345,73.5,2
"2231","MDWOAK",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"OAK","US-CA","Oakland",399484,57,1,1844,3400336,3763,6938972,1647750,58.5,1
"2232","MDWOKC",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"OKC","US-OK","Oklahoma City",506132,61,0,691,477481,2827,1953457,1701074,60.5,1
"2233","MDWOMA",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"OMA","US-NE","Omaha",390007,56,0,423,178929,20511,8676153,1643011.5,58,1
"2234","MDWORF",0,0,0,0,0,0,"MDW","US-IL","Chicago",2896016,60,0,"ORF","US-VA","Norfolk",234403,66,0,704,495616,1325,932800,1565209.5,63,0
"2235","MDWPBI",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"PBI","US-FL","West Palm Beach",82103,68,1,1128,1272384,2721,3069288,1489059.5,64,1
"2236","MDWPDX",0,0,0,0,1,1,"MDW","US-IL","Chicago",2896016,60,0,"PDX","US-OR","Portland",529121,68,0,1751,3066001,3347,5860597,1712568.5,64,2
"2237","MDWPHF",0,0,0,0,1,0,"MDW","US-IL","Chicago",2896016,60,0,"PHF","US-VA","Newport News",180150,16,0,1098,1205604,816,895968,1538083,38,1
"2238","MDWPNS",0,0,0,0,0,0,"MDW","US-IL","Chicago",2896016,60,0,"PNS","US-FL","Pensacola",56255,38,1,894,799236,361,322734,1476135.5,49,0
"2239","MDWPVD",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"PVD","US-RI","Providence",173618,59,0,842,708964,9979,8402318,1534817,59.5,1
"2240","MDWRDU",0,0,0,0,1,1,"MDW","US-IL","Chicago",2896016,60,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,632,399424,13161,8317752,1679572,68.5,2
"2241","MDWRSW",0,0,0,0,1,0,"MDW","US-IL","Chicago",2896016,60,0,"RSW","US-FL","Fort Myers",51970,68,1,1105,1221025,15239,16839096,1473993,64,1
"2242","MDWSAN",0,0,0,0,1,1,"MDW","US-IL","Chicago",2896016,60,0,"SAN","US-CA","San Diego",1223400,85,1,1728,2985984,7331,12667968,2059708,72.5,2
"2243","MDWSAT",1,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"SAT","US-TX","San Antonio",1144646,80,0,1036,1073296,4663,4830868,2020331,70,2
"2244","MDWSDF",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"SDF","US-KY","Louisville",256231,62,0,271,73441,22975,6226225,1576123.5,61,1
"2245","MDWSEA",0,0,0,1,1,1,"MDW","US-IL","Chicago",2896016,60,0,"SEA","US-WA","Seattle",563374,86,0,1733,3003289,11245,19487584,1729695,73,3
"2246","MDWSFO",1,0,0,0,1,0,"MDW","US-IL","Chicago",2896016,60,0,"SFO","US-CA","San Francisco",776733,88,1,1854,3437316,18926,35088804,1836374.5,74,2
"2247","MDWSJC",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"SJC","US-CA","San Jose",894943,59,1,1838,3378244,2235,4107930,1895479.5,59.5,1
"2248","MDWSLC",0,0,0,0,1,1,"MDW","US-IL","Chicago",2896016,60,0,"SLC","US-UT","Salt Lake City",181743,74,0,1258,1582564,3936,4951488,1538879.5,67,2
"2249","MDWSMF",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"SMF","US-CA","Sacramento",407018,61,1,1790,3204100,3567,6384930,1651517,60.5,1
"2250","MDWSRQ",0,0,0,0,1,0,"MDW","US-IL","Chicago",2896016,60,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,1035,1071225,6790,7027650,1474365.5,51.5,1
"2251","MDWSTL",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"STL","US-MO","St Louis",348189,90,0,251,63001,40737,10224987,1622102.5,75,1
"2252","MDWTPA",0,0,0,0,1,1,"MDW","US-IL","Chicago",2896016,60,0,"TPA","US-FL","Tampa",303447,92,1,996,992016,21964,21876144,1599731.5,76,2
"2253","MDWTUL",0,0,0,0,0,0,"MDW","US-IL","Chicago",2896016,60,0,"TUL","US-OK","Tulsa",393049,52,0,583,339889,2897,1688951,1644532.5,56,0
"2254","MDWTUS",0,0,0,0,0,1,"MDW","US-IL","Chicago",2896016,60,0,"TUS","US-AZ","Tucson",486699,60,0,1440,2073600,932,1342080,1691357.5,60,1
"2255","MEMMIA",0,1,0,1,1,0,"MEM","US-TN","Memphis",650100,70,0,"MIA","US-FL","Miami",362470,89,1,860,739600,5776,4967360,506285,79.5,3
"2256","MEMMKE",0,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"MKE","US-WI","Milwaukee",596974,64,0,556,309136,2290,1273240,623537,67,1
"2257","MEMMOB",0,0,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"MOB","US-AL","Mobile",198915,29,0,317,100489,308,97636,424507.5,49.5,0
"2258","MEMMSY",0,1,0,1,1,0,"MEM","US-TN","Memphis",650100,70,0,"MSY","US-LA","New Orleans",484674,87,0,349,121801,3361,1172989,567387,78.5,3
"2259","MEMOAK",1,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"OAK","US-CA","Oakland",399484,57,1,1798,3232804,913,1641574,524792,63.5,2
"2260","MEMOKC",0,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"OKC","US-OK","Oklahoma City",506132,61,0,432,186624,1933,835056,578116,65.5,1
"2261","MEMOMA",1,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"OMA","US-NE","Omaha",390007,56,0,538,289444,1265,680570,520053.5,63,2
"2262","MEMORD",1,0,1,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"ORD","US-IL","Chicago",2896016,97,0,491,241081,12108,5945028,1773058,83.5,3
"2263","MEMORF",0,1,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"ORF","US-VA","Norfolk",234403,66,0,801,641601,2372,1899972,442251.5,68,2
"2264","MEMPBI",0,1,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"PBI","US-FL","West Palm Beach",82103,68,1,877,769129,1638,1436526,366101.5,69,1
"2265","MEMPDX",1,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"PDX","US-OR","Portland",529121,68,0,1864,3474496,1565,2917160,589610.5,69,2
"2266","MEMPHF",0,0,0,0,1,0,"MEM","US-TN","Memphis",650100,70,0,"PHF","US-VA","Newport News",180150,16,0,767,588289,1237,948779,415125,43,1
"2267","MEMPNS",0,1,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"PNS","US-FL","Pensacola",56255,38,1,355,126025,484,171820,353177.5,54,1
"2268","MEMRDU",0,1,0,1,1,0,"MEM","US-TN","Memphis",650100,70,0,"RDU","US-NC","Raleigh/Durham",463128,77,0,634,401956,5962,3779908,556614,73.5,3
"2269","MEMRIC",0,1,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"RIC","US-VA","Richmond",197790,50,0,768,589824,1469,1128192,423945,60,2
"2270","MEMRSW",0,1,0,0,1,0,"MEM","US-TN","Memphis",650100,70,0,"RSW","US-FL","Fort Myers",51970,68,1,766,586756,1762,1349692,351035,69,2
"2271","MEMSAN",1,1,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SAN","US-CA","San Diego",1223400,85,1,1567,2455489,3475,5445325,936750,77.5,3
"2272","MEMSAT",0,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SAT","US-TX","San Antonio",1144646,80,0,625,390625,2206,1378750,897373,75,1
"2273","MEMSDF",0,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SDF","US-KY","Louisville",256231,62,0,320,102400,1507,482240,453165.5,66,1
"2274","MEMSEA",1,0,1,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SEA","US-WA","Seattle",563374,86,0,1870,3496900,4280,8003600,606737,78,3
"2275","MEMSFO",1,0,1,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SFO","US-CA","San Francisco",776733,88,1,1807,3265249,5151,9307857,713416.5,79,3
"2276","MEMSJC",1,0,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"SJC","US-CA","San Jose",894943,59,1,1820,3312400,1116,2031120,772521.5,64.5,1
"2277","MEMSLC",1,1,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SLC","US-UT","Salt Lake City",181743,74,0,1263,1595169,1608,2030904,415921.5,72,3
"2278","MEMSMF",1,0,1,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"SMF","US-CA","Sacramento",407018,61,1,1782,3175524,1284,2288088,528559,65.5,3
"2279","MEMSNA",1,0,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"SNA","US-CA","Santa Ana",337977,60,1,1592,2534464,1146,1824432,494038.5,65,1
"2280","MEMSRQ",0,0,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,777,603729,340,264180,351407.5,56.5,0
"2281","MEMSTL",1,0,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"STL","US-MO","St Louis",348189,90,0,256,65536,2701,691456,499144.5,80,2
"2282","MEMTPA",0,1,0,1,1,0,"MEM","US-TN","Memphis",650100,70,0,"TPA","US-FL","Tampa",303447,92,1,656,430336,7738,5076128,476773.5,81,3
"2283","MEMTRI",0,0,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"TRI","US-TN","Bristol/Johnson/Kingsport",115531,12,0,437,190969,417,182229,382815.5,41,0
"2284","MEMTUS",0,0,0,0,0,0,"MEM","US-TN","Memphis",650100,70,0,"TUS","US-AZ","Tucson",486699,60,0,1245,1550025,694,864030,568399.5,65,0
"2285","MEMTYS",0,1,0,1,0,0,"MEM","US-TN","Memphis",650100,70,0,"TYS","US-TN","Knoxville",173890,38,0,342,116964,2486,850212,411995,54,2
"2286","MFEMIA",1,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"MIA","US-FL","Miami",362470,89,1,1116,1245456,791,882756,234442,55.5,2
"2287","MFEMSY",0,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"MSY","US-LA","New Orleans",484674,87,0,621,385641,542,336582,295544,54.5,1
"2288","MFEORD",1,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"ORD","US-IL","Chicago",2896016,97,0,1238,1532644,2316,2867208,1501215,59.5,2
"2289","MFESAN",0,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"SAN","US-CA","San Diego",1223400,85,1,1612,2598544,491,791492,664907,53.5,1
"2290","MFESAT",0,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"SAT","US-TX","San Antonio",1144646,80,0,507,257049,491,248937,625530,51,1
"2291","MFESFO",0,0,0,0,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"SFO","US-CA","San Francisco",776733,88,1,1932,3732624,287,554484,441573.5,55,0
"2292","MFESTL",1,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"STL","US-MO","St Louis",348189,90,0,980,960400,722,707560,227301.5,56,2
"2293","MFETPA",0,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"TPA","US-FL","Tampa",303447,92,1,975,950625,538,524550,204930.5,57,1
"2294","MFETUL",0,0,0,1,0,0,"MFE","US-TX","Mc Allen",106414,22,0,"TUL","US-OK","Tulsa",393049,52,0,705,497025,409,288345,249731.5,37,1
"2295","MIAMKE",1,1,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"MKE","US-WI","Milwaukee",596974,64,0,1259,1585081,4826,6075934,479722,76.5,4
"2296","MIAMOB",0,1,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"MOB","US-AL","Mobile",198915,29,0,887,786769,954,846198,280692.5,59,1
"2297","MIAMSY",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"MSY","US-LA","New Orleans",484674,87,0,674,454276,7303,4922222,423572,88,3
"2298","MIAOAK",1,0,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"OAK","US-CA","Oakland",399484,57,1,2577,6640929,1479,3811383,380977,73,3
"2299","MIAOKC",1,0,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"OKC","US-OK","Oklahoma City",506132,61,0,1292,1669264,2028,2620176,434301,75,2
"2300","MIAOMA",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"OMA","US-NE","Omaha",390007,56,0,1398,1954404,2754,3850092,376238.5,72.5,3
"2301","MIAORD",1,1,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"ORD","US-IL","Chicago",2896016,97,0,1197,1432809,34837,41699888,1629243,93,4
"2302","MIAORF",0,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"ORF","US-VA","Norfolk",234403,66,0,802,643204,4103,3290606,298436.5,77.5,2
"2303","MIAPDX",1,1,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"PDX","US-OR","Portland",529121,68,0,2700,7290000,3150,8505000,445795.5,78.5,4
"2304","MIAPHF",0,0,0,0,1,0,"MIA","US-FL","Miami",362470,89,1,"PHF","US-VA","Newport News",180150,16,0,931,866761,812,755972,271310,52.5,1
"2305","MIAPNS",0,1,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"PNS","US-FL","Pensacola",56255,38,1,530,280900,1316,697480,209362.5,63.5,1
"2306","MIAPVD",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"PVD","US-RI","Providence",173618,59,0,1209,1461681,4736,5725824,268044,74,3
"2307","MIARDU",1,1,0,1,1,0,"MIA","US-FL","Miami",362470,89,1,"RDU","US-NC","Raleigh/Durham",463128,77,0,700,490000,7342,5139400,412799,83,4
"2308","MIARIC",0,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"RIC","US-VA","Richmond",197790,50,0,826,682276,3107,2566382,280130,69.5,2
"2309","MIAROC",1,0,0,1,1,0,"MIA","US-FL","Miami",362470,89,1,"ROC","US-NY","Rochester",219773,47,0,1203,1447209,2243,2698329,291121.5,68,3
"2310","MIARSW",1,0,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"RSW","US-FL","Fort Myers",51970,68,1,105,11025,756,79380,207220,78.5,1
"2311","MIASAN",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SAN","US-CA","San Diego",1223400,85,1,2267,5139289,5008,11353136,792935,87,3
"2312","MIASAT",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SAT","US-TX","San Antonio",1144646,80,0,1143,1306449,3073,3512439,753558,84.5,3
"2313","MIASDF",0,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SDF","US-KY","Louisville",256231,62,0,911,829921,4145,3776095,309350.5,75.5,2
"2314","MIASEA",1,1,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SEA","US-WA","Seattle",563374,86,0,2724,7420176,8954,24390696,462922,87.5,4
"2315","MIASFO",1,1,1,1,1,0,"MIA","US-FL","Miami",362470,89,1,"SFO","US-CA","San Francisco",776733,88,1,2585,6682225,22510,58188352,569601.5,88.5,5
"2316","MIASJC",1,0,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SJC","US-CA","San Jose",894943,59,1,2559,6548481,4496,11505264,628706.5,74,2
"2317","MIASLC",1,1,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SLC","US-UT","Salt Lake City",181743,74,0,2088,4359744,4016,8385408,272106.5,81.5,4
"2318","MIASMF",1,0,1,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SMF","US-CA","Sacramento",407018,61,1,2552,6512704,2265,5780280,384744,75,3
"2319","MIASNA",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SNA","US-CA","Santa Ana",337977,60,1,2310,5336100,2542,5872020,350223.5,74.5,3
"2320","MIASRQ",0,0,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"SRQ","US-FL","Sarasota/Bradenton",52715,43,1,179,32041,349,62471,207592.5,66,0
"2321","MIASTL",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"STL","US-MO","St Louis",348189,90,0,1068,1140624,7951,8491668,355329.5,89.5,3
"2322","MIASYR",1,1,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"SYR","US-NY","Syracuse",147306,41,0,1217,1481089,2662,3239654,254888,65,3
"2323","MIATOL",1,1,0,1,1,0,"MIA","US-FL","Miami",362470,89,1,"TOL","US-OH","Toledo",313619,15,0,1129,1274641,1621,1830109,338044.5,52,4
"2324","MIATPA",1,0,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"TPA","US-FL","Tampa",303447,92,1,204,41616,12625,2575500,332958.5,90.5,1
"2325","MIATRI",0,1,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"TRI","US-TN","Bristol/Johnson/Kingsport",115531,12,0,770,592900,712,548240,239000.5,50.5,1
"2326","MIATUL",1,0,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"TUL","US-OK","Tulsa",393049,52,0,1168,1364224,1782,2081376,377759.5,70.5,2
"2327","MIATUS",1,0,0,1,0,0,"MIA","US-FL","Miami",362470,89,1,"TUS","US-AZ","Tucson",486699,60,0,1900,3610000,1484,2819600,424584.5,74.5,2
"2328","MIATYS",0,1,0,0,0,0,"MIA","US-FL","Miami",362470,89,1,"TYS","US-TN","Knoxville",173890,38,0,724,524176,1806,1307544,268180,63.5,1
"2329","MKEMSY",1,1,0,1,1,0,"MKE","US-WI","Milwaukee",596974,64,0,"MSY","US-LA","New Orleans",484674,87,0,903,815409,4032,3640896,540824,75.5,4
