v1,market,firm,airline,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,distance,distancesq,passengers,airpresence,population,route,firm_nb,city_pair,operate1,operate2,tourism,lpopulation,ldistance,ldistancesq
1,ABEATL,aa,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,692,478864,3435,2377020,261553,57.5,1,0,0,1,0,12.474392,6.5395861,13.079172
1,ABEATL,al,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,692,478864,3435,2377020,261553,57.5,1,1,1,1,0,12.474392,6.5395861,13.079172
1,ABEATL,dl,1,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,692,478864,3435,2377020,261553,57.5,1,0,1,1,0,12.474392,6.5395861,13.079172
1,ABEATL,lcc,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,692,478864,3435,2377020,261553,57.5,1,0,0,1,0,12.474392,6.5395861,13.079172
1,ABEATL,ua,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,692,478864,3435,2377020,261553,57.5,1,1,1,1,0,12.474392,6.5395861,13.079172
1,ABEATL,wn,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,692,478864,3435,2377020,261553,57.5,1,0,0,0,0,12.474392,6.5395861,13.079172
2,ABEBNA,aa,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,715,511225,786,561990,326078,52,1,0,0,1,0,12.694892,6.5722823,13.144565
2,ABEBNA,al,1,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,715,511225,786,561990,326078,52,1,0,1,1,0,12.694892,6.5722823,13.144565
2,ABEBNA,dl,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,715,511225,786,561990,326078,52,1,1,1,1,0,12.694892,6.5722823,13.144565
2,ABEBNA,lcc,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,715,511225,786,561990,326078,52,1,0,0,0,0,12.694892,6.5722823,13.144565
2,ABEBNA,ua,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,715,511225,786,561990,326078,52,1,1,1,1,0,12.694892,6.5722823,13.144565
2,ABEBNA,wn,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,715,511225,786,561990,326078,52,1,0,0,1,0,12.694892,6.5722823,13.144565
3,ABECVG,aa,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,503,253009,939,472317,218958.5,44,0,0,0,1,0,12.296638,6.2205901,12.44118
3,ABECVG,al,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,503,253009,939,472317,218958.5,44,0,1,1,1,0,12.296638,6.2205901,12.44118
3,ABECVG,dl,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,503,253009,939,472317,218958.5,44,0,1,1,1,0,12.296638,6.2205901,12.44118
3,ABECVG,lcc,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,503,253009,939,472317,218958.5,44,0,0,0,0,0,12.296638,6.2205901,12.44118
3,ABECVG,ua,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,503,253009,939,472317,218958.5,44,0,1,1,1,0,12.296638,6.2205901,12.44118
3,ABECVG,wn,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,503,253009,939,472317,218958.5,44,0,0,0,0,0,12.296638,6.2205901,12.44118
4,ABEDAL,aa,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,1354,1833316,15,20310,647606,55.5,0,0,0,1,0,13.381038,7.2108183,14.421637
4,ABEDAL,al,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,1354,1833316,15,20310,647606,55.5,0,1,1,1,0,13.381038,7.2108183,14.421637
4,ABEDAL,dl,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,1354,1833316,15,20310,647606,55.5,0,1,1,1,0,13.381038,7.2108183,14.421637
4,ABEDAL,lcc,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,1354,1833316,15,20310,647606,55.5,0,0,0,0,0,13.381038,7.2108183,14.421637
4,ABEDAL,ua,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,1354,1833316,15,20310,647606,55.5,0,0,1,0,0,13.381038,7.2108183,14.421637
4,ABEDAL,wn,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,1354,1833316,15,20310,647606,55.5,0,0,0,1,0,13.381038,7.2108183,14.421637
5,ABEDEN,aa,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,1540,2371600,1880,2895200,330634,56.5,2,0,0,1,0,12.708767,7.3395376,14.679075
5,ABEDEN,al,1,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,1540,2371600,1880,2895200,330634,56.5,2,0,1,1,0,12.708767,7.3395376,14.679075
5,ABEDEN,dl,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,1540,2371600,1880,2895200,330634,56.5,2,1,1,1,0,12.708767,7.3395376,14.679075
5,ABEDEN,lcc,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,1540,2371600,1880,2895200,330634,56.5,2,0,0,1,0,12.708767,7.3395376,14.679075
5,ABEDEN,ua,1,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,1540,2371600,1880,2895200,330634,56.5,2,0,1,1,0,12.708767,7.3395376,14.679075
5,ABEDEN,wn,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,1540,2371600,1880,2895200,330634,56.5,2,0,0,0,0,12.708767,7.3395376,14.679075
6,ABEDFW,aa,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,1315,1729225,1623,2134245,320663,58,2,0,0,1,0,12.678146,7.181592,14.363184
6,ABEDFW,al,1,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,1315,1729225,1623,2134245,320663,58,2,0,1,1,0,12.678146,7.181592,14.363184
6,ABEDFW,dl,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,1315,1729225,1623,2134245,320663,58,2,1,1,1,0,12.678146,7.181592,14.363184
6,ABEDFW,lcc,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,1315,1729225,1623,2134245,320663,58,2,0,0,1,0,12.678146,7.181592,14.363184
6,ABEDFW,ua,1,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,1315,1729225,1623,2134245,320663,58,2,0,1,1,0,12.678146,7.181592,14.363184
6,ABEDFW,wn,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,1315,1729225,1623,2134245,320663,58,2,0,0,0,0,12.678146,7.181592,14.363184
7,ABEFLL,aa,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,1047,1096209,1921,2011287,129514.5,51,2,0,0,1,1,11.771548,6.9536843,13.907369
7,ABEFLL,al,1,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,1047,1096209,1921,2011287,129514.5,51,2,0,1,1,1,11.771548,6.9536843,13.907369
7,ABEFLL,dl,1,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,1047,1096209,1921,2011287,129514.5,51,2,0,1,1,1,11.771548,6.9536843,13.907369
7,ABEFLL,lcc,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,1047,1096209,1921,2011287,129514.5,51,2,0,0,1,1,11.771548,6.9536843,13.907369
7,ABEFLL,ua,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,1047,1096209,1921,2011287,129514.5,51,2,1,1,1,1,11.771548,6.9536843,13.907369
7,ABEFLL,wn,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,1047,1096209,1921,2011287,129514.5,51,2,0,0,1,1,11.771548,6.9536843,13.907369
8,ABEIND,aa,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,577,332929,899,518723,444251,47,1,0,0,1,0,13.004145,6.3578424,12.715685
8,ABEIND,al,1,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,577,332929,899,518723,444251,47,1,0,1,1,0,13.004145,6.3578424,12.715685
8,ABEIND,dl,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,577,332929,899,518723,444251,47,1,1,1,1,0,13.004145,6.3578424,12.715685
8,ABEIND,lcc,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,577,332929,899,518723,444251,47,1,0,0,1,0,13.004145,6.3578424,12.715685
8,ABEIND,ua,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,577,332929,899,518723,444251,47,1,1,1,1,0,13.004145,6.3578424,12.715685
8,ABEIND,wn,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,577,332929,899,518723,444251,47,1,0,0,1,0,13.004145,6.3578424,12.715685
9,ABELAX,aa,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,2389,5707321,1390,3320710,1900726,56.5,1,0,0,1,1,14.457747,7.7786303,15.557261
9,ABELAX,al,1,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,2389,5707321,1390,3320710,1900726,56.5,1,0,1,1,1,14.457747,7.7786303,15.557261
9,ABELAX,dl,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,2389,5707321,1390,3320710,1900726,56.5,1,1,1,1,1,14.457747,7.7786303,15.557261
9,ABELAX,lcc,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,2389,5707321,1390,3320710,1900726,56.5,1,0,0,1,1,14.457747,7.7786303,15.557261
9,ABELAX,ua,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,2389,5707321,1390,3320710,1900726,56.5,1,1,1,1,1,14.457747,7.7786303,15.557261
9,ABELAX,wn,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,2389,5707321,1390,3320710,1900726,56.5,1,0,0,1,1,14.457747,7.7786303,15.557261
10,ABEMCO,aa,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,906,820836,14824,13430544,146291.5,55,2,0,0,1,1,11.893356,6.8090391,13.618078
10,ABEMCO,al,1,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,906,820836,14824,13430544,146291.5,55,2,0,1,1,1,11.893356,6.8090391,13.618078
10,ABEMCO,dl,1,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,906,820836,14824,13430544,146291.5,55,2,0,1,1,1,11.893356,6.8090391,13.618078
10,ABEMCO,lcc,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,906,820836,14824,13430544,146291.5,55,2,0,0,1,1,11.893356,6.8090391,13.618078
10,ABEMCO,ua,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,906,820836,14824,13430544,146291.5,55,2,1,1,1,1,11.893356,6.8090391,13.618078
10,ABEMCO,wn,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,906,820836,14824,13430544,146291.5,55,2,0,0,1,1,11.893356,6.8090391,13.618078
11,ABEMIA,aa,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,1068,1140624,1132,1208976,234551,53.5,1,0,0,1,1,12.365428,6.9735432,13.947086
11,ABEMIA,al,1,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,1068,1140624,1132,1208976,234551,53.5,1,0,1,1,1,12.365428,6.9735432,13.947086
11,ABEMIA,dl,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,1068,1140624,1132,1208976,234551,53.5,1,1,1,1,1,12.365428,6.9735432,13.947086
11,ABEMIA,lcc,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,1068,1140624,1132,1208976,234551,53.5,1,0,0,1,1,12.365428,6.9735432,13.947086
11,ABEMIA,ua,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,1068,1140624,1132,1208976,234551,53.5,1,1,1,1,1,12.365428,6.9735432,13.947086
11,ABEMIA,wn,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,1068,1140624,1132,1208976,234551,53.5,1,0,0,0,1,12.365428,6.9735432,13.947086
12,ABEMSY,aa,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,1111,1234321,1021,1134331,295653,52.5,2,0,0,1,0,12.596942,7.0130157,14.026031
12,ABEMSY,al,1,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,1111,1234321,1021,1134331,295653,52.5,2,0,1,1,0,12.596942,7.0130157,14.026031
12,ABEMSY,dl,1,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,1111,1234321,1021,1134331,295653,52.5,2,0,1,1,0,12.596942,7.0130157,14.026031
12,ABEMSY,lcc,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,1111,1234321,1021,1134331,295653,52.5,2,0,0,1,0,12.596942,7.0130157,14.026031
12,ABEMSY,ua,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,1111,1234321,1021,1134331,295653,52.5,2,1,1,1,0,12.596942,7.0130157,14.026031
12,ABEMSY,wn,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,1111,1234321,1021,1134331,295653,52.5,2,0,0,1,0,12.596942,7.0130157,14.026031
13,ABEORD,aa,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,654,427716,3632,2375328,1501324,57.5,2,0,0,1,0,14.221858,6.4831076,12.966215
13,ABEORD,al,1,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,654,427716,3632,2375328,1501324,57.5,2,0,1,1,0,14.221858,6.4831076,12.966215
13,ABEORD,dl,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,654,427716,3632,2375328,1501324,57.5,2,1,1,1,0,14.221858,6.4831076,12.966215
13,ABEORD,lcc,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,654,427716,3632,2375328,1501324,57.5,2,0,0,1,0,14.221858,6.4831076,12.966215
13,ABEORD,ua,1,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,654,427716,3632,2375328,1501324,57.5,2,0,1,1,0,14.221858,6.4831076,12.966215
13,ABEORD,wn,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,654,427716,3632,2375328,1501324,57.5,2,0,0,0,0,14.221858,6.4831076,12.966215
14,ABEPBI,aa,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,1006,1012036,1262,1269572,94367.5,43,1,0,0,1,1,11.454952,6.9137373,13.827475
14,ABEPBI,al,1,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,1006,1012036,1262,1269572,94367.5,43,1,0,1,1,1,11.454952,6.9137373,13.827475
14,ABEPBI,dl,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,1006,1012036,1262,1269572,94367.5,43,1,1,1,1,1,11.454952,6.9137373,13.827475
14,ABEPBI,lcc,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,1006,1012036,1262,1269572,94367.5,43,1,0,0,1,1,11.454952,6.9137373,13.827475
14,ABEPBI,ua,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,1006,1012036,1262,1269572,94367.5,43,1,1,1,1,1,11.454952,6.9137373,13.827475
14,ABEPBI,wn,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,1006,1012036,1262,1269572,94367.5,43,1,0,0,1,1,11.454952,6.9137373,13.827475
15,ABERSW,aa,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,1038,1077444,1290,1339020,79301,43,2,0,0,1,1,11.281006,6.9450512,13.890102
15,ABERSW,al,1,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,1038,1077444,1290,1339020,79301,43,2,0,1,1,1,11.281006,6.9450512,13.890102
15,ABERSW,dl,1,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,1038,1077444,1290,1339020,79301,43,2,0,1,1,1,11.281006,6.9450512,13.890102
15,ABERSW,lcc,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,1038,1077444,1290,1339020,79301,43,2,0,0,1,1,11.281006,6.9450512,13.890102
15,ABERSW,ua,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,1038,1077444,1290,1339020,79301,43,2,1,1,1,1,11.281006,6.9450512,13.890102
15,ABERSW,wn,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,1038,1077444,1290,1339020,79301,43,2,0,0,0,1,11.281006,6.9450512,13.890102
16,ABESFO,aa,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,2500,6250000,1299,3247500,441682.5,53,1,0,0,1,1,12.998346,7.8240461,15.648092
16,ABESFO,al,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,2500,6250000,1299,3247500,441682.5,53,1,1,1,1,1,12.998346,7.8240461,15.648092
16,ABESFO,dl,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,2500,6250000,1299,3247500,441682.5,53,1,1,1,1,1,12.998346,7.8240461,15.648092
16,ABESFO,lcc,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,2500,6250000,1299,3247500,441682.5,53,1,0,0,1,1,12.998346,7.8240461,15.648092
16,ABESFO,ua,1,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,2500,6250000,1299,3247500,441682.5,53,1,0,1,1,1,12.998346,7.8240461,15.648092
16,ABESFO,wn,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,2500,6250000,1299,3247500,441682.5,53,1,0,0,0,1,12.998346,7.8240461,15.648092
17,ABESTL,aa,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,805,648025,825,664125,227410.5,54,0,0,0,1,0,12.334512,6.6908422,13.381684
17,ABESTL,al,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,805,648025,825,664125,227410.5,54,0,1,1,1,0,12.334512,6.6908422,13.381684
17,ABESTL,dl,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,805,648025,825,664125,227410.5,54,0,1,1,1,0,12.334512,6.6908422,13.381684
17,ABESTL,lcc,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,805,648025,825,664125,227410.5,54,0,0,0,1,0,12.334512,6.6908422,13.381684
17,ABESTL,ua,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,805,648025,825,664125,227410.5,54,0,1,1,1,0,12.334512,6.6908422,13.381684
17,ABESTL,wn,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,805,648025,825,664125,227410.5,54,0,0,0,1,0,12.334512,6.6908422,13.381684
18,ABETPA,aa,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,963,927369,2673,2574099,205039.5,55,2,0,0,1,1,12.230958,6.8700533,13.740107
18,ABETPA,al,1,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,963,927369,2673,2574099,205039.5,55,2,0,1,1,1,12.230958,6.8700533,13.740107
18,ABETPA,dl,1,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,963,927369,2673,2574099,205039.5,55,2,0,1,1,1,12.230958,6.8700533,13.740107
18,ABETPA,lcc,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,963,927369,2673,2574099,205039.5,55,2,0,0,1,1,12.230958,6.8700533,13.740107
18,ABETPA,ua,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,963,927369,2673,2574099,205039.5,55,2,1,1,1,1,12.230958,6.8700533,13.740107
18,ABETPA,wn,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,963,927369,2673,2574099,205039.5,55,2,0,0,1,1,12.230958,6.8700533,13.740107
19,ABQALB,aa,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,1833,3359889,1266,2320578,272132.5,58.5,1,1,1,1,0,12.514045,7.5137091,15.027418
19,ABQALB,al,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,1833,3359889,1266,2320578,272132.5,58.5,1,1,1,1,0,12.514045,7.5137091,15.027418
19,ABQALB,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,1833,3359889,1266,2320578,272132.5,58.5,1,0,1,1,0,12.514045,7.5137091,15.027418
19,ABQALB,lcc,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,1833,3359889,1266,2320578,272132.5,58.5,1,0,1,0,0,12.514045,7.5137091,15.027418
19,ABQALB,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,1833,3359889,1266,2320578,272132.5,58.5,1,1,1,1,0,12.514045,7.5137091,15.027418
19,ABQALB,wn,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,1833,3359889,1266,2320578,272132.5,58.5,1,1,1,1,0,12.514045,7.5137091,15.027418
20,ABQATL,aa,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,1269,1610361,7280,9238320,432540.5,82,4,0,1,1,0,12.977431,7.1459846,14.291969
20,ABQATL,al,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,1269,1610361,7280,9238320,432540.5,82,4,0,1,1,0,12.977431,7.1459846,14.291969
20,ABQATL,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,1269,1610361,7280,9238320,432540.5,82,4,0,1,1,0,12.977431,7.1459846,14.291969
20,ABQATL,lcc,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,1269,1610361,7280,9238320,432540.5,82,4,0,1,1,0,12.977431,7.1459846,14.291969
20,ABQATL,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,1269,1610361,7280,9238320,432540.5,82,4,1,1,1,0,12.977431,7.1459846,14.291969
20,ABQATL,wn,0,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,1269,1610361,7280,9238320,432540.5,82,4,0,1,0,0,12.977431,7.1459846,14.291969
21,ABQAUS,aa,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,613,375769,6843,4194759,552584.5,70.5,4,0,1,1,0,13.222362,6.418365,12.83673
21,ABQAUS,al,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,613,375769,6843,4194759,552584.5,70.5,4,0,1,1,0,13.222362,6.418365,12.83673
21,ABQAUS,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,613,375769,6843,4194759,552584.5,70.5,4,0,1,1,0,13.222362,6.418365,12.83673
21,ABQAUS,lcc,0,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,613,375769,6843,4194759,552584.5,70.5,4,1,1,1,0,13.222362,6.418365,12.83673
21,ABQAUS,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,613,375769,6843,4194759,552584.5,70.5,4,1,1,1,0,13.222362,6.418365,12.83673
21,ABQAUS,wn,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,613,375769,6843,4194759,552584.5,70.5,4,0,1,1,0,13.222362,6.418365,12.83673
22,ABQBDL,aa,1,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,1886,3556996,4186,7894796,285092.5,66.5,3,0,1,1,0,12.560569,7.5422134,15.084427
22,ABQBDL,al,1,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,1886,3556996,4186,7894796,285092.5,66.5,3,0,1,1,0,12.560569,7.5422134,15.084427
22,ABQBDL,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,1886,3556996,4186,7894796,285092.5,66.5,3,0,1,1,0,12.560569,7.5422134,15.084427
22,ABQBDL,lcc,0,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,1886,3556996,4186,7894796,285092.5,66.5,3,1,1,1,0,12.560569,7.5422134,15.084427
22,ABQBDL,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,1886,3556996,4186,7894796,285092.5,66.5,3,1,1,1,0,12.560569,7.5422134,15.084427
22,ABQBDL,wn,0,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,1886,3556996,4186,7894796,285092.5,66.5,3,1,1,1,0,12.560569,7.5422134,15.084427
23,ABQBHM,aa,0,ABQ,US-NM,Albuquerque,448607,67,0,BHM,US-AL,Birmingham,242820,60,0,1166,1359556,1436,1674376,345713.5,63.5,2,1,1,1,0,12.753366,7.0613341,14.122668
23,ABQBHM,al,1,ABQ,US-NM,Albuquerque,448607,67,0,BHM,US-AL,Birmingham,242820,60,0,1166,1359556,1436,1674376,345713.5,63.5,2,0,1,1,0,12.753366,7.0613341,14.122668
