v1,market,firm,airline,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,distance,distancesq,passengers,airpresence,population,route,firm_nb,city_pair,operate1,operate2,tourism,lpopulation,ldistance,ldistancesq
202,ATLLAX,al,1,ATL,US-GA,Atlanta,416474,97,0,LAX,US-CA,Los Angeles,3694820,95,1,1946,3786916,60386,117511152,2055647,96,5,0,1,1,1,14.536101,7.5735312,15.147062
202,ATLLAX,dl,1,ATL,US-GA,Atlanta,416474,97,0,LAX,US-CA,Los Angeles,3694820,95,1,1946,3786916,60386,117511152,2055647,96,5,0,1,1,1,14.536101,7.5735312,15.147062
202,ATLLAX,lcc,1,ATL,US-GA,Atlanta,416474,97,0,LAX,US-CA,Los Angeles,3694820,95,1,1946,3786916,60386,117511152,2055647,96,5,0,1,1,1,14.536101,7.5735312,15.147062
202,ATLLAX,ua,1,ATL,US-GA,Atlanta,416474,97,0,LAX,US-CA,Los Angeles,3694820,95,1,1946,3786916,60386,117511152,2055647,96,5,0,1,1,1,14.536101,7.5735312,15.147062
202,ATLLAX,wn,0,ATL,US-GA,Atlanta,416474,97,0,LAX,US-CA,Los Angeles,3694820,95,1,1946,3786916,60386,117511152,2055647,96,5,0,0,1,1,14.536101,7.5735312,15.147062
203,ATLLEX,aa,0,ATL,US-GA,Atlanta,416474,97,0,LEX,US-KY,Lexington,260512,32,0,303,91809,3588,1087164,338493,64.5,1,0,1,0,0,12.732259,5.7137327,11.427465
203,ATLLEX,al,0,ATL,US-GA,Atlanta,416474,97,0,LEX,US-KY,Lexington,260512,32,0,303,91809,3588,1087164,338493,64.5,1,1,1,1,0,12.732259,5.7137327,11.427465
203,ATLLEX,dl,1,ATL,US-GA,Atlanta,416474,97,0,LEX,US-KY,Lexington,260512,32,0,303,91809,3588,1087164,338493,64.5,1,0,1,1,0,12.732259,5.7137327,11.427465
203,ATLLEX,lcc,0,ATL,US-GA,Atlanta,416474,97,0,LEX,US-KY,Lexington,260512,32,0,303,91809,3588,1087164,338493,64.5,1,0,1,0,0,12.732259,5.7137327,11.427465
203,ATLLEX,ua,0,ATL,US-GA,Atlanta,416474,97,0,LEX,US-KY,Lexington,260512,32,0,303,91809,3588,1087164,338493,64.5,1,1,1,1,0,12.732259,5.7137327,11.427465
203,ATLLEX,wn,0,ATL,US-GA,Atlanta,416474,97,0,LEX,US-KY,Lexington,260512,32,0,303,91809,3588,1087164,338493,64.5,1,0,0,0,0,12.732259,5.7137327,11.427465
204,ATLLGA,aa,1,ATL,US-GA,Atlanta,416474,97,0,LGA,US-NY,New York,8008278,87,0,761,579121,116780,88869584,4212376,92,5,0,1,1,0,15.253537,6.6346335,13.269267
204,ATLLGA,al,1,ATL,US-GA,Atlanta,416474,97,0,LGA,US-NY,New York,8008278,87,0,761,579121,116780,88869584,4212376,92,5,0,1,1,0,15.253537,6.6346335,13.269267
204,ATLLGA,dl,1,ATL,US-GA,Atlanta,416474,97,0,LGA,US-NY,New York,8008278,87,0,761,579121,116780,88869584,4212376,92,5,0,1,1,0,15.253537,6.6346335,13.269267
204,ATLLGA,lcc,1,ATL,US-GA,Atlanta,416474,97,0,LGA,US-NY,New York,8008278,87,0,761,579121,116780,88869584,4212376,92,5,0,1,1,0,15.253537,6.6346335,13.269267
204,ATLLGA,ua,1,ATL,US-GA,Atlanta,416474,97,0,LGA,US-NY,New York,8008278,87,0,761,579121,116780,88869584,4212376,92,5,0,1,1,0,15.253537,6.6346335,13.269267
204,ATLLGA,wn,0,ATL,US-GA,Atlanta,416474,97,0,LGA,US-NY,New York,8008278,87,0,761,579121,116780,88869584,4212376,92,5,0,0,0,0,15.253537,6.6346335,13.269267
205,ATLLIT,aa,1,ATL,US-GA,Atlanta,416474,97,0,LIT,US-AR,Little Rock,183133,53,0,453,205209,7034,3186402,299803.5,75,3,0,1,1,0,12.610883,6.1158919,12.231784
205,ATLLIT,al,1,ATL,US-GA,Atlanta,416474,97,0,LIT,US-AR,Little Rock,183133,53,0,453,205209,7034,3186402,299803.5,75,3,0,1,1,0,12.610883,6.1158919,12.231784
205,ATLLIT,dl,1,ATL,US-GA,Atlanta,416474,97,0,LIT,US-AR,Little Rock,183133,53,0,453,205209,7034,3186402,299803.5,75,3,0,1,1,0,12.610883,6.1158919,12.231784
205,ATLLIT,lcc,0,ATL,US-GA,Atlanta,416474,97,0,LIT,US-AR,Little Rock,183133,53,0,453,205209,7034,3186402,299803.5,75,3,0,1,0,0,12.610883,6.1158919,12.231784
205,ATLLIT,ua,0,ATL,US-GA,Atlanta,416474,97,0,LIT,US-AR,Little Rock,183133,53,0,453,205209,7034,3186402,299803.5,75,3,1,1,1,0,12.610883,6.1158919,12.231784
205,ATLLIT,wn,0,ATL,US-GA,Atlanta,416474,97,0,LIT,US-AR,Little Rock,183133,53,0,453,205209,7034,3186402,299803.5,75,3,0,0,1,0,12.610883,6.1158919,12.231784
206,ATLMBS,aa,0,ATL,US-GA,Atlanta,416474,97,0,MBS,US-MI,Saginaw,61799,27,0,692,478864,923,638716,239136.5,62,1,0,1,0,0,12.384789,6.5395861,13.079172
206,ATLMBS,al,1,ATL,US-GA,Atlanta,416474,97,0,MBS,US-MI,Saginaw,61799,27,0,692,478864,923,638716,239136.5,62,1,0,1,1,0,12.384789,6.5395861,13.079172
206,ATLMBS,dl,0,ATL,US-GA,Atlanta,416474,97,0,MBS,US-MI,Saginaw,61799,27,0,692,478864,923,638716,239136.5,62,1,0,1,0,0,12.384789,6.5395861,13.079172
206,ATLMBS,lcc,0,ATL,US-GA,Atlanta,416474,97,0,MBS,US-MI,Saginaw,61799,27,0,692,478864,923,638716,239136.5,62,1,0,1,0,0,12.384789,6.5395861,13.079172
206,ATLMBS,ua,0,ATL,US-GA,Atlanta,416474,97,0,MBS,US-MI,Saginaw,61799,27,0,692,478864,923,638716,239136.5,62,1,1,1,1,0,12.384789,6.5395861,13.079172
206,ATLMBS,wn,0,ATL,US-GA,Atlanta,416474,97,0,MBS,US-MI,Saginaw,61799,27,0,692,478864,923,638716,239136.5,62,1,0,0,0,0,12.384789,6.5395861,13.079172
207,ATLMCI,aa,1,ATL,US-GA,Atlanta,416474,97,0,MCI,US-MO,Kansas City,441545,86,0,692,478864,31941,22103172,429009.5,91.5,5,0,1,1,0,12.969234,6.5395861,13.079172
207,ATLMCI,al,1,ATL,US-GA,Atlanta,416474,97,0,MCI,US-MO,Kansas City,441545,86,0,692,478864,31941,22103172,429009.5,91.5,5,0,1,1,0,12.969234,6.5395861,13.079172
207,ATLMCI,dl,1,ATL,US-GA,Atlanta,416474,97,0,MCI,US-MO,Kansas City,441545,86,0,692,478864,31941,22103172,429009.5,91.5,5,0,1,1,0,12.969234,6.5395861,13.079172
207,ATLMCI,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MCI,US-MO,Kansas City,441545,86,0,692,478864,31941,22103172,429009.5,91.5,5,0,1,1,0,12.969234,6.5395861,13.079172
207,ATLMCI,ua,1,ATL,US-GA,Atlanta,416474,97,0,MCI,US-MO,Kansas City,441545,86,0,692,478864,31941,22103172,429009.5,91.5,5,0,1,1,0,12.969234,6.5395861,13.079172
207,ATLMCI,wn,0,ATL,US-GA,Atlanta,416474,97,0,MCI,US-MO,Kansas City,441545,86,0,692,478864,31941,22103172,429009.5,91.5,5,0,0,1,0,12.969234,6.5395861,13.079172
208,ATLMCO,aa,0,ATL,US-GA,Atlanta,416474,97,0,MCO,US-FL,Orlando,185951,92,1,403,162409,63469,25578008,301212.5,94.5,2,1,1,1,1,12.615571,5.9989367,11.997873
208,ATLMCO,al,0,ATL,US-GA,Atlanta,416474,97,0,MCO,US-FL,Orlando,185951,92,1,403,162409,63469,25578008,301212.5,94.5,2,1,1,1,1,12.615571,5.9989367,11.997873
208,ATLMCO,dl,1,ATL,US-GA,Atlanta,416474,97,0,MCO,US-FL,Orlando,185951,92,1,403,162409,63469,25578008,301212.5,94.5,2,0,1,1,1,12.615571,5.9989367,11.997873
208,ATLMCO,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MCO,US-FL,Orlando,185951,92,1,403,162409,63469,25578008,301212.5,94.5,2,0,1,1,1,12.615571,5.9989367,11.997873
208,ATLMCO,ua,0,ATL,US-GA,Atlanta,416474,97,0,MCO,US-FL,Orlando,185951,92,1,403,162409,63469,25578008,301212.5,94.5,2,1,1,1,1,12.615571,5.9989367,11.997873
208,ATLMCO,wn,0,ATL,US-GA,Atlanta,416474,97,0,MCO,US-FL,Orlando,185951,92,1,403,162409,63469,25578008,301212.5,94.5,2,0,0,1,1,12.615571,5.9989367,11.997873
209,ATLMDT,aa,0,ATL,US-GA,Atlanta,416474,97,0,MDT,US-PA,Harrisburg,48880,31,0,619,383161,4379,2710601,232677,64,2,1,1,1,0,12.357407,6.4281054,12.856211
209,ATLMDT,al,1,ATL,US-GA,Atlanta,416474,97,0,MDT,US-PA,Harrisburg,48880,31,0,619,383161,4379,2710601,232677,64,2,0,1,1,0,12.357407,6.4281054,12.856211
209,ATLMDT,dl,1,ATL,US-GA,Atlanta,416474,97,0,MDT,US-PA,Harrisburg,48880,31,0,619,383161,4379,2710601,232677,64,2,0,1,1,0,12.357407,6.4281054,12.856211
209,ATLMDT,lcc,0,ATL,US-GA,Atlanta,416474,97,0,MDT,US-PA,Harrisburg,48880,31,0,619,383161,4379,2710601,232677,64,2,0,1,0,0,12.357407,6.4281054,12.856211
209,ATLMDT,ua,0,ATL,US-GA,Atlanta,416474,97,0,MDT,US-PA,Harrisburg,48880,31,0,619,383161,4379,2710601,232677,64,2,1,1,1,0,12.357407,6.4281054,12.856211
209,ATLMDT,wn,0,ATL,US-GA,Atlanta,416474,97,0,MDT,US-PA,Harrisburg,48880,31,0,619,383161,4379,2710601,232677,64,2,0,0,0,0,12.357407,6.4281054,12.856211
210,ATLMDW,aa,0,ATL,US-GA,Atlanta,416474,97,0,MDW,US-IL,Chicago,2896016,60,0,590,348100,30894,18227460,1656245,78.5,2,1,1,1,0,14.320064,6.3801227,12.760245
210,ATLMDW,al,1,ATL,US-GA,Atlanta,416474,97,0,MDW,US-IL,Chicago,2896016,60,0,590,348100,30894,18227460,1656245,78.5,2,0,1,1,0,14.320064,6.3801227,12.760245
210,ATLMDW,dl,0,ATL,US-GA,Atlanta,416474,97,0,MDW,US-IL,Chicago,2896016,60,0,590,348100,30894,18227460,1656245,78.5,2,0,1,0,0,14.320064,6.3801227,12.760245
210,ATLMDW,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MDW,US-IL,Chicago,2896016,60,0,590,348100,30894,18227460,1656245,78.5,2,0,1,1,0,14.320064,6.3801227,12.760245
210,ATLMDW,ua,0,ATL,US-GA,Atlanta,416474,97,0,MDW,US-IL,Chicago,2896016,60,0,590,348100,30894,18227460,1656245,78.5,2,0,1,0,0,14.320064,6.3801227,12.760245
210,ATLMDW,wn,0,ATL,US-GA,Atlanta,416474,97,0,MDW,US-IL,Chicago,2896016,60,0,590,348100,30894,18227460,1656245,78.5,2,0,0,1,0,14.320064,6.3801227,12.760245
211,ATLMEM,aa,0,ATL,US-GA,Atlanta,416474,97,0,MEM,US-TN,Memphis,650100,70,0,332,110224,38024,12623968,533287,83.5,3,1,1,1,0,13.186815,5.8051348,11.61027
211,ATLMEM,al,1,ATL,US-GA,Atlanta,416474,97,0,MEM,US-TN,Memphis,650100,70,0,332,110224,38024,12623968,533287,83.5,3,0,1,1,0,13.186815,5.8051348,11.61027
211,ATLMEM,dl,1,ATL,US-GA,Atlanta,416474,97,0,MEM,US-TN,Memphis,650100,70,0,332,110224,38024,12623968,533287,83.5,3,0,1,1,0,13.186815,5.8051348,11.61027
211,ATLMEM,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MEM,US-TN,Memphis,650100,70,0,332,110224,38024,12623968,533287,83.5,3,0,1,1,0,13.186815,5.8051348,11.61027
211,ATLMEM,ua,0,ATL,US-GA,Atlanta,416474,97,0,MEM,US-TN,Memphis,650100,70,0,332,110224,38024,12623968,533287,83.5,3,1,1,1,0,13.186815,5.8051348,11.61027
211,ATLMEM,wn,0,ATL,US-GA,Atlanta,416474,97,0,MEM,US-TN,Memphis,650100,70,0,332,110224,38024,12623968,533287,83.5,3,0,0,0,0,13.186815,5.8051348,11.61027
212,ATLMFE,aa,0,ATL,US-GA,Atlanta,416474,97,0,MFE,US-TX,Mc Allen,106414,22,0,1005,1010025,1042,1047210,261444,59.5,1,1,1,1,0,12.473975,6.9127426,13.825485
212,ATLMFE,al,1,ATL,US-GA,Atlanta,416474,97,0,MFE,US-TX,Mc Allen,106414,22,0,1005,1010025,1042,1047210,261444,59.5,1,0,1,1,0,12.473975,6.9127426,13.825485
212,ATLMFE,dl,0,ATL,US-GA,Atlanta,416474,97,0,MFE,US-TX,Mc Allen,106414,22,0,1005,1010025,1042,1047210,261444,59.5,1,0,1,0,0,12.473975,6.9127426,13.825485
212,ATLMFE,lcc,0,ATL,US-GA,Atlanta,416474,97,0,MFE,US-TX,Mc Allen,106414,22,0,1005,1010025,1042,1047210,261444,59.5,1,0,1,0,0,12.473975,6.9127426,13.825485
212,ATLMFE,ua,0,ATL,US-GA,Atlanta,416474,97,0,MFE,US-TX,Mc Allen,106414,22,0,1005,1010025,1042,1047210,261444,59.5,1,0,1,0,0,12.473975,6.9127426,13.825485
212,ATLMFE,wn,0,ATL,US-GA,Atlanta,416474,97,0,MFE,US-TX,Mc Allen,106414,22,0,1005,1010025,1042,1047210,261444,59.5,1,0,0,0,0,12.473975,6.9127426,13.825485
213,ATLMIA,aa,1,ATL,US-GA,Atlanta,416474,97,0,MIA,US-FL,Miami,362470,89,1,595,354025,55185,32835076,389472,93,4,0,1,1,1,12.872547,6.3885612,12.777122
213,ATLMIA,al,0,ATL,US-GA,Atlanta,416474,97,0,MIA,US-FL,Miami,362470,89,1,595,354025,55185,32835076,389472,93,4,1,1,1,1,12.872547,6.3885612,12.777122
213,ATLMIA,dl,1,ATL,US-GA,Atlanta,416474,97,0,MIA,US-FL,Miami,362470,89,1,595,354025,55185,32835076,389472,93,4,0,1,1,1,12.872547,6.3885612,12.777122
213,ATLMIA,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MIA,US-FL,Miami,362470,89,1,595,354025,55185,32835076,389472,93,4,0,1,1,1,12.872547,6.3885612,12.777122
213,ATLMIA,ua,1,ATL,US-GA,Atlanta,416474,97,0,MIA,US-FL,Miami,362470,89,1,595,354025,55185,32835076,389472,93,4,0,1,1,1,12.872547,6.3885612,12.777122
213,ATLMIA,wn,0,ATL,US-GA,Atlanta,416474,97,0,MIA,US-FL,Miami,362470,89,1,595,354025,55185,32835076,389472,93,4,0,0,0,1,12.872547,6.3885612,12.777122
214,ATLMKE,aa,1,ATL,US-GA,Atlanta,416474,97,0,MKE,US-WI,Milwaukee,596974,64,0,669,447561,14338,9592122,506724,80.5,5,0,1,1,0,13.135722,6.505784,13.011568
214,ATLMKE,al,1,ATL,US-GA,Atlanta,416474,97,0,MKE,US-WI,Milwaukee,596974,64,0,669,447561,14338,9592122,506724,80.5,5,0,1,1,0,13.135722,6.505784,13.011568
214,ATLMKE,dl,1,ATL,US-GA,Atlanta,416474,97,0,MKE,US-WI,Milwaukee,596974,64,0,669,447561,14338,9592122,506724,80.5,5,0,1,1,0,13.135722,6.505784,13.011568
214,ATLMKE,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MKE,US-WI,Milwaukee,596974,64,0,669,447561,14338,9592122,506724,80.5,5,0,1,1,0,13.135722,6.505784,13.011568
214,ATLMKE,ua,1,ATL,US-GA,Atlanta,416474,97,0,MKE,US-WI,Milwaukee,596974,64,0,669,447561,14338,9592122,506724,80.5,5,0,1,1,0,13.135722,6.505784,13.011568
214,ATLMKE,wn,0,ATL,US-GA,Atlanta,416474,97,0,MKE,US-WI,Milwaukee,596974,64,0,669,447561,14338,9592122,506724,80.5,5,0,0,0,0,13.135722,6.505784,13.011568
215,ATLMLB,aa,0,ATL,US-GA,Atlanta,416474,97,0,MLB,US-FL,Melbourne,71382,28,1,443,196249,5094,2256642,243928,62.5,1,0,1,0,1,12.404629,6.0935698,12.18714
215,ATLMLB,al,0,ATL,US-GA,Atlanta,416474,97,0,MLB,US-FL,Melbourne,71382,28,1,443,196249,5094,2256642,243928,62.5,1,0,1,0,1,12.404629,6.0935698,12.18714
215,ATLMLB,dl,1,ATL,US-GA,Atlanta,416474,97,0,MLB,US-FL,Melbourne,71382,28,1,443,196249,5094,2256642,243928,62.5,1,0,1,1,1,12.404629,6.0935698,12.18714
215,ATLMLB,lcc,0,ATL,US-GA,Atlanta,416474,97,0,MLB,US-FL,Melbourne,71382,28,1,443,196249,5094,2256642,243928,62.5,1,1,1,1,1,12.404629,6.0935698,12.18714
215,ATLMLB,ua,0,ATL,US-GA,Atlanta,416474,97,0,MLB,US-FL,Melbourne,71382,28,1,443,196249,5094,2256642,243928,62.5,1,0,1,0,1,12.404629,6.0935698,12.18714
215,ATLMLB,wn,0,ATL,US-GA,Atlanta,416474,97,0,MLB,US-FL,Melbourne,71382,28,1,443,196249,5094,2256642,243928,62.5,1,0,0,0,1,12.404629,6.0935698,12.18714
216,ATLMOB,aa,0,ATL,US-GA,Atlanta,416474,97,0,MOB,US-AL,Mobile,198915,29,0,302,91204,5959,1799618,307694.5,63,1,0,1,0,0,12.636863,5.7104268,11.420854
216,ATLMOB,al,0,ATL,US-GA,Atlanta,416474,97,0,MOB,US-AL,Mobile,198915,29,0,302,91204,5959,1799618,307694.5,63,1,0,1,0,0,12.636863,5.7104268,11.420854
216,ATLMOB,dl,1,ATL,US-GA,Atlanta,416474,97,0,MOB,US-AL,Mobile,198915,29,0,302,91204,5959,1799618,307694.5,63,1,0,1,1,0,12.636863,5.7104268,11.420854
216,ATLMOB,lcc,0,ATL,US-GA,Atlanta,416474,97,0,MOB,US-AL,Mobile,198915,29,0,302,91204,5959,1799618,307694.5,63,1,0,1,0,0,12.636863,5.7104268,11.420854
216,ATLMOB,ua,0,ATL,US-GA,Atlanta,416474,97,0,MOB,US-AL,Mobile,198915,29,0,302,91204,5959,1799618,307694.5,63,1,0,1,0,0,12.636863,5.7104268,11.420854
216,ATLMOB,wn,0,ATL,US-GA,Atlanta,416474,97,0,MOB,US-AL,Mobile,198915,29,0,302,91204,5959,1799618,307694.5,63,1,0,0,0,0,12.636863,5.7104268,11.420854
217,ATLMSY,aa,0,ATL,US-GA,Atlanta,416474,97,0,MSY,US-LA,New Orleans,484674,87,0,425,180625,34089,14487825,450574,92,2,1,1,1,0,13.018277,6.0520892,12.104178
217,ATLMSY,al,0,ATL,US-GA,Atlanta,416474,97,0,MSY,US-LA,New Orleans,484674,87,0,425,180625,34089,14487825,450574,92,2,1,1,1,0,13.018277,6.0520892,12.104178
217,ATLMSY,dl,1,ATL,US-GA,Atlanta,416474,97,0,MSY,US-LA,New Orleans,484674,87,0,425,180625,34089,14487825,450574,92,2,0,1,1,0,13.018277,6.0520892,12.104178
217,ATLMSY,lcc,1,ATL,US-GA,Atlanta,416474,97,0,MSY,US-LA,New Orleans,484674,87,0,425,180625,34089,14487825,450574,92,2,0,1,1,0,13.018277,6.0520892,12.104178
217,ATLMSY,ua,0,ATL,US-GA,Atlanta,416474,97,0,MSY,US-LA,New Orleans,484674,87,0,425,180625,34089,14487825,450574,92,2,1,1,1,0,13.018277,6.0520892,12.104178
217,ATLMSY,wn,0,ATL,US-GA,Atlanta,416474,97,0,MSY,US-LA,New Orleans,484674,87,0,425,180625,34089,14487825,450574,92,2,0,0,1,0,13.018277,6.0520892,12.104178
218,ATLOAK,aa,1,ATL,US-GA,Atlanta,416474,97,0,OAK,US-CA,Oakland,399484,57,1,2130,4536900,6485,13813050,407979,77,4,0,1,1,1,12.918971,7.6638775,15.327755
218,ATLOAK,al,1,ATL,US-GA,Atlanta,416474,97,0,OAK,US-CA,Oakland,399484,57,1,2130,4536900,6485,13813050,407979,77,4,0,1,1,1,12.918971,7.6638775,15.327755
218,ATLOAK,dl,1,ATL,US-GA,Atlanta,416474,97,0,OAK,US-CA,Oakland,399484,57,1,2130,4536900,6485,13813050,407979,77,4,0,1,1,1,12.918971,7.6638775,15.327755
218,ATLOAK,lcc,0,ATL,US-GA,Atlanta,416474,97,0,OAK,US-CA,Oakland,399484,57,1,2130,4536900,6485,13813050,407979,77,4,1,1,1,1,12.918971,7.6638775,15.327755
218,ATLOAK,ua,1,ATL,US-GA,Atlanta,416474,97,0,OAK,US-CA,Oakland,399484,57,1,2130,4536900,6485,13813050,407979,77,4,0,1,1,1,12.918971,7.6638775,15.327755
218,ATLOAK,wn,0,ATL,US-GA,Atlanta,416474,97,0,OAK,US-CA,Oakland,399484,57,1,2130,4536900,6485,13813050,407979,77,4,0,0,1,1,12.918971,7.6638775,15.327755
219,ATLOKC,aa,1,ATL,US-GA,Atlanta,416474,97,0,OKC,US-OK,Oklahoma City,506132,61,0,761,579121,7886,6001246,461303,79,3,0,1,1,0,13.04181,6.6346335,13.269267
219,ATLOKC,al,1,ATL,US-GA,Atlanta,416474,97,0,OKC,US-OK,Oklahoma City,506132,61,0,761,579121,7886,6001246,461303,79,3,0,1,1,0,13.04181,6.6346335,13.269267
219,ATLOKC,dl,1,ATL,US-GA,Atlanta,416474,97,0,OKC,US-OK,Oklahoma City,506132,61,0,761,579121,7886,6001246,461303,79,3,0,1,1,0,13.04181,6.6346335,13.269267
219,ATLOKC,lcc,0,ATL,US-GA,Atlanta,416474,97,0,OKC,US-OK,Oklahoma City,506132,61,0,761,579121,7886,6001246,461303,79,3,0,1,0,0,13.04181,6.6346335,13.269267
219,ATLOKC,ua,0,ATL,US-GA,Atlanta,416474,97,0,OKC,US-OK,Oklahoma City,506132,61,0,761,579121,7886,6001246,461303,79,3,1,1,1,0,13.04181,6.6346335,13.269267
219,ATLOKC,wn,0,ATL,US-GA,Atlanta,416474,97,0,OKC,US-OK,Oklahoma City,506132,61,0,761,579121,7886,6001246,461303,79,3,0,0,1,0,13.04181,6.6346335,13.269267
220,ATLOMA,aa,1,ATL,US-GA,Atlanta,416474,97,0,OMA,US-NE,Omaha,390007,56,0,821,674041,6860,5632060,403240.5,76.5,5,0,1,1,0,12.907289,6.7105231,13.421046
220,ATLOMA,al,1,ATL,US-GA,Atlanta,416474,97,0,OMA,US-NE,Omaha,390007,56,0,821,674041,6860,5632060,403240.5,76.5,5,0,1,1,0,12.907289,6.7105231,13.421046
220,ATLOMA,dl,1,ATL,US-GA,Atlanta,416474,97,0,OMA,US-NE,Omaha,390007,56,0,821,674041,6860,5632060,403240.5,76.5,5,0,1,1,0,12.907289,6.7105231,13.421046
220,ATLOMA,lcc,1,ATL,US-GA,Atlanta,416474,97,0,OMA,US-NE,Omaha,390007,56,0,821,674041,6860,5632060,403240.5,76.5,5,0,1,1,0,12.907289,6.7105231,13.421046
220,ATLOMA,ua,1,ATL,US-GA,Atlanta,416474,97,0,OMA,US-NE,Omaha,390007,56,0,821,674041,6860,5632060,403240.5,76.5,5,0,1,1,0,12.907289,6.7105231,13.421046
220,ATLOMA,wn,0,ATL,US-GA,Atlanta,416474,97,0,OMA,US-NE,Omaha,390007,56,0,821,674041,6860,5632060,403240.5,76.5,5,0,0,1,0,12.907289,6.7105231,13.421046
221,ATLORD,aa,1,ATL,US-GA,Atlanta,416474,97,0,ORD,US-IL,Chicago,2896016,97,0,606,367236,85085,51561512,1656245,97,4,0,1,1,0,14.320064,6.4068799,12.81376
221,ATLORD,al,1,ATL,US-GA,Atlanta,416474,97,0,ORD,US-IL,Chicago,2896016,97,0,606,367236,85085,51561512,1656245,97,4,0,1,1,0,14.320064,6.4068799,12.81376
221,ATLORD,dl,1,ATL,US-GA,Atlanta,416474,97,0,ORD,US-IL,Chicago,2896016,97,0,606,367236,85085,51561512,1656245,97,4,0,1,1,0,14.320064,6.4068799,12.81376
221,ATLORD,lcc,0,ATL,US-GA,Atlanta,416474,97,0,ORD,US-IL,Chicago,2896016,97,0,606,367236,85085,51561512,1656245,97,4,1,1,1,0,14.320064,6.4068799,12.81376
221,ATLORD,ua,1,ATL,US-GA,Atlanta,416474,97,0,ORD,US-IL,Chicago,2896016,97,0,606,367236,85085,51561512,1656245,97,4,0,1,1,0,14.320064,6.4068799,12.81376
221,ATLORD,wn,0,ATL,US-GA,Atlanta,416474,97,0,ORD,US-IL,Chicago,2896016,97,0,606,367236,85085,51561512,1656245,97,4,0,0,0,0,14.320064,6.4068799,12.81376
222,ATLORF,aa,0,ATL,US-GA,Atlanta,416474,97,0,ORF,US-VA,Norfolk,234403,66,0,516,266256,16988,8765808,325438.5,81.5,2,1,1,1,0,12.692928,6.2461066,12.492213
222,ATLORF,al,1,ATL,US-GA,Atlanta,416474,97,0,ORF,US-VA,Norfolk,234403,66,0,516,266256,16988,8765808,325438.5,81.5,2,0,1,1,0,12.692928,6.2461066,12.492213
222,ATLORF,dl,1,ATL,US-GA,Atlanta,416474,97,0,ORF,US-VA,Norfolk,234403,66,0,516,266256,16988,8765808,325438.5,81.5,2,0,1,1,0,12.692928,6.2461066,12.492213
222,ATLORF,lcc,0,ATL,US-GA,Atlanta,416474,97,0,ORF,US-VA,Norfolk,234403,66,0,516,266256,16988,8765808,325438.5,81.5,2,0,1,0,0,12.692928,6.2461066,12.492213
222,ATLORF,ua,0,ATL,US-GA,Atlanta,416474,97,0,ORF,US-VA,Norfolk,234403,66,0,516,266256,16988,8765808,325438.5,81.5,2,1,1,1,0,12.692928,6.2461066,12.492213
222,ATLORF,wn,0,ATL,US-GA,Atlanta,416474,97,0,ORF,US-VA,Norfolk,234403,66,0,516,266256,16988,8765808,325438.5,81.5,2,0,0,0,0,12.692928,6.2461066,12.492213
223,ATLPBI,aa,0,ATL,US-GA,Atlanta,416474,97,0,PBI,US-FL,West Palm Beach,82103,68,1,545,297025,20005,10902725,249288.5,82.5,2,1,1,1,1,12.426366,6.300786,12.601572
223,ATLPBI,al,1,ATL,US-GA,Atlanta,416474,97,0,PBI,US-FL,West Palm Beach,82103,68,1,545,297025,20005,10902725,249288.5,82.5,2,0,1,1,1,12.426366,6.300786,12.601572
223,ATLPBI,dl,1,ATL,US-GA,Atlanta,416474,97,0,PBI,US-FL,West Palm Beach,82103,68,1,545,297025,20005,10902725,249288.5,82.5,2,0,1,1,1,12.426366,6.300786,12.601572
223,ATLPBI,lcc,0,ATL,US-GA,Atlanta,416474,97,0,PBI,US-FL,West Palm Beach,82103,68,1,545,297025,20005,10902725,249288.5,82.5,2,1,1,1,1,12.426366,6.300786,12.601572
223,ATLPBI,ua,0,ATL,US-GA,Atlanta,416474,97,0,PBI,US-FL,West Palm Beach,82103,68,1,545,297025,20005,10902725,249288.5,82.5,2,1,1,1,1,12.426366,6.300786,12.601572
223,ATLPBI,wn,0,ATL,US-GA,Atlanta,416474,97,0,PBI,US-FL,West Palm Beach,82103,68,1,545,297025,20005,10902725,249288.5,82.5,2,0,0,1,1,12.426366,6.300786,12.601572
224,ATLPDX,aa,1,ATL,US-GA,Atlanta,416474,97,0,PDX,US-OR,Portland,529121,68,0,2172,4717584,13985,30375420,472797.5,82.5,5,0,1,1,0,13.066422,7.6834035,15.366807
224,ATLPDX,al,1,ATL,US-GA,Atlanta,416474,97,0,PDX,US-OR,Portland,529121,68,0,2172,4717584,13985,30375420,472797.5,82.5,5,0,1,1,0,13.066422,7.6834035,15.366807
224,ATLPDX,dl,1,ATL,US-GA,Atlanta,416474,97,0,PDX,US-OR,Portland,529121,68,0,2172,4717584,13985,30375420,472797.5,82.5,5,0,1,1,0,13.066422,7.6834035,15.366807
