v1,market,airlineaa,airlineal,airlinedl,airlinelcc,airlineua,airlinewn,city_pairaa,operate1aa,operate2aa,passengeraa,distaa,airpresenceaa,routeaa,lairpresenceaa,city_pairal,operate1al,operate2al,passengeral,distal,airpresenceal,routeal,lairpresenceal,city_pairdl,operate1dl,operate2dl,passengerdl,distdl,airpresencedl,routedl,lairpresencedl,city_pairlcc,operate1lcc,operate2lcc,passengerlcc,distlcc,airpresencelcc,routelcc,lairpresencelcc,city_pairua,operate1ua,operate2ua,passengerua,distua,airpresenceua,routeua,lairpresenceua,city_pairwn,operate1wn,operate2wn,passengerwn,distwn,airpresencewn,routewn,lairpresencewn,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,population,firm_nb,tourism,lpopulation,distancesq,distance,ldistance,ldistancesq
1999,LAXMKE,1,1,1,1,1,0,0,1,1,8,1867.2,14937.6,90.5,9.6117039,0,1,1,0,0,0,0,0,0,1,1,1477,2433.377,3594097.8,128,15.094804,0,1,1,316,1826.6428,577219.13,34,13.265979,0,1,1,246,1834.2075,451215.06,131,13.019702,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,MKE,US-WI,Milwaukee,596974,64,0,2145897,5,1,14.579068,3083536,1756,7.4707937,14.941587
2000,LAXMLB,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,334,2409.1509,804656.38,120.5,13.598172,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,MLB,US-FL,Melbourne,71382,28,1,1883101,1,1,14.44843,5125696,2264,7.7248883,15.449777
2001,LAXMOB,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,492,2131.25,1048575,124.5,13.862944,0,1,0,0,0,0,0,0,0,1,0,1,3370,3370,82,8.1229649,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,MOB,US-AL,Mobile,198915,29,0,1946867.5,1,1,14.481732,3150625,1775,7.4815559,14.963112
2002,LAXMSY,1,1,1,1,1,1,0,1,1,1314,1735.5129,2280464,112.5,14.63989,0,1,1,0,0,0,0,0,0,1,1,2260,1833.8409,4144480.5,132,15.237288,0,1,1,410,2074.5103,850549.19,42,13.653639,0,1,1,8447,1754.0991,14816875,121.5,16.511278,0,1,1,5706,1686.8368,9625091,57,16.079884,LAX,US-CA,Los Angeles,3694820,95,1,MSY,US-LA,New Orleans,484674,87,0,2089747,6,1,14.552553,2792241,1671,7.4211774,14.842355
2003,LAXOAK,1,0,0,0,1,1,0,1,1,8183,338.03845,2766168.8,102,14.832974,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,24288,337.49542,8197089,122.5,15.91929,0,1,1,88189,352.06595,31048344,56,17.251057,LAX,US-CA,Los Angeles,3694820,95,1,OAK,US-CA,Oakland,399484,57,1,2047152,3,1,14.53196,113569,337,5.8200831,11.640166
2004,LAXOKC,1,1,1,0,1,1,0,1,1,648,1429.828,926528.56,112.5,13.739202,0,1,1,0,0,0,0,0,0,1,1,526,1508.2367,793332.5,124.5,13.583999,0,1,0,0,0,0,0,0,0,1,1,1454,1366.2899,1986585.5,114.5,14.501928,0,1,1,1913,1314.1049,2513882.5,57,14.737339,LAX,US-CA,Los Angeles,3694820,95,1,OKC,US-OK,Oklahoma City,506132,61,0,2100476,5,1,14.557674,1408969,1187,7.0791845,14.158369
2005,LAXOMA,1,1,0,1,1,1,0,1,1,290,1831.4587,531123.06,103,13.182751,0,1,1,0,0,0,0,0,1,1,1,5,2767,13835,115,9.5350294,0,1,1,359,1334,478906,36,13.079262,0,1,1,1867,1361.6229,2542150,129,14.748521,0,1,1,1443,1349.9622,1947995.4,56.5,14.482312,LAX,US-CA,Los Angeles,3694820,95,1,OMA,US-NE,Omaha,390007,56,0,2042413.5,5,1,14.529643,1768900,1330,7.192934,14.385868
2006,LAXORD,1,1,1,1,1,0,0,1,1,28241,1805.1337,50978780,125,17.74692,0,1,1,0,0,0,0,0,0,1,1,1192,2133.5737,2543220,131,14.748942,0,1,1,4563,1786.6666,8152560,56,15.913842,0,1,1,40721,1832.005,74601072,152.5,18.127665,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,ORD,US-IL,Chicago,2896016,97,0,3295418,5,1,15.008043,3045025,1745,7.46451,14.92902
2007,LAXORF,1,1,1,0,0,0,0,1,1,342,2452.2759,838678.38,99.5,13.639584,0,1,1,0,0,0,0,0,0,1,1,787,2452.0854,1929791.3,122.5,14.472923,0,1,0,0,0,0,0,0,1,1,1,279,2471.8159,689636.63,124,13.443921,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,ORF,US-VA,Norfolk,234403,66,0,1964611.5,3,1,14.490805,5650129,2377,7.7735944,15.547189
2008,LAXPBI,1,1,1,0,0,1,0,1,1,604,2538.2678,1533113.8,101.5,14.242812,0,1,1,0,0,0,0,0,0,1,1,3543,2413.7253,8551829,131.5,15.961656,1,1,1,0,0,0,0,0,1,1,1,101,2922.4036,295162.75,112.5,12.595285,0,1,1,365,2454.7568,895986.25,53.5,13.705682,LAX,US-CA,Los Angeles,3694820,95,1,PBI,US-FL,West Palm Beach,82103,68,1,1888461.5,4,1,14.451273,5428900,2330,7.7536235,15.507247
2009,LAXPDX,1,1,1,1,1,1,0,1,1,496,877,434992,108,12.983086,0,1,1,0,0,0,0,0,0,1,1,954,1088.5742,1038499.8,132.5,13.853289,0,1,1,0,0,0,0,0,0,1,1,16150,844.21368,13634051,142.5,16.428082,0,1,1,4546,865.81805,3936008.8,56.5,15.185678,LAX,US-CA,Los Angeles,3694820,95,1,PDX,US-OR,Portland,529121,68,0,2111970.5,6,1,14.563132,695556,834,6.7262335,13.452467
2010,LAXPHF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,3,2505,7515,87.5,8.9247894,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,PHF,US-VA,Newport News,180150,16,0,1937485,0,1,14.476901,5788836,2406,7.7857208,15.571442
2011,LAXPNS,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,688,2193.7534,1509302.4,126.5,14.227159,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,PNS,US-FL,Pensacola,56255,38,1,1875537.5,2,1,14.444406,3381921,1839,7.5169773,15.033955
2012,LAXPVD,1,1,1,0,1,1,0,1,1,1139,2623.2209,2987848.8,97.5,14.910065,0,1,1,0,0,0,0,0,0,1,1,1030,2751.8967,2834453.8,118,14.85736,1,1,1,0,0,0,0,0,0,1,1,1135,2617.7119,2971103,124,14.904444,0,1,1,3126,2632.1257,8228025,55.5,15.923057,LAX,US-CA,Los Angeles,3694820,95,1,PVD,US-RI,Providence,173618,59,0,1934219,5,1,14.475214,6718464,2592,7.8601851,15.72037
2013,LAXRDU,1,1,1,0,1,1,0,1,1,3037,2328.5679,7071860.5,104,15.771634,0,1,1,0,0,0,0,0,0,1,1,2462,2302.8032,5669501.5,131.5,15.550611,1,1,1,0,0,0,0,0,0,1,1,611,2408.5447,1471620.8,122.5,14.201876,0,1,1,1912,2362.5503,4517196,57,15.323402,LAX,US-CA,Los Angeles,3694820,95,1,RDU,US-NC,Raleigh/Durham,463128,77,0,2078974,5,1,14.547385,5013121,2239,7.7137847,15.427569
2014,LAXRIC,1,1,1,0,1,0,0,1,1,271,2407.8054,652515.25,97.5,13.388592,0,1,1,0,0,0,0,0,0,1,1,537,2393.7966,1285468.8,125,14.066635,0,1,0,0,0,0,0,0,0,1,1,428,2404.23,1029010.4,125,13.84411,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,RIC,US-VA,Richmond,197790,50,0,1946305,4,1,14.481443,5326864,2308,7.7441368,15.488274
2015,LAXROC,1,1,0,0,1,0,0,1,1,614,2285.8943,1403539.1,97,14.154509,0,1,1,0,0,0,0,0,1,1,1,108,2704.7083,292108.5,112.5,12.584884,1,1,1,0,0,0,0,0,0,1,1,657,2353.6997,1546380.8,120.5,14.251429,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,ROC,US-NY,Rochester,219773,47,0,1957296.5,3,1,14.487075,5166529,2273,7.7288556,15.457711
2016,LAXRSW,1,1,1,0,0,0,0,1,1,101,2297.1052,232007.63,93.5,12.354529,0,1,1,0,0,0,0,0,0,1,1,925,2496.2336,2309016,132,14.652332,1,1,1,69,3031,209139,47.5,12.250759,1,1,1,166,2882.6667,478522.69,117,13.078461,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,RSW,US-FL,Fort Myers,51970,68,1,1873395,3,1,14.443263,5008644,2238,7.7133379,15.426676
2017,LAXSAN,1,0,0,0,1,0,0,1,1,9,109,981,114,6.8895912,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1384,109,150856,140.5,11.924088,1,1,1,1,109,109,56,4.7004805,LAX,US-CA,Los Angeles,3694820,95,1,SAN,US-CA,San Diego,1223400,85,1,2459110,2,1,14.71531,11881,109,4.6913481,9.3826962
2018,LAXSAT,1,1,1,0,1,1,0,1,1,1098,1493.3656,1639715.4,116,14.310034,0,1,1,0,0,0,0,0,0,1,1,999,1601.2798,1599678.5,132.5,14.285314,1,1,1,0,0,0,0,0,0,1,1,492,1675.125,824161.5,127.5,13.622123,0,1,1,5315,1225.7874,6515060,56,15.689627,LAX,US-CA,Los Angeles,3694820,95,1,SAT,US-TX,San Antonio,1144646,80,0,2419733,5,1,14.699168,1464100,1210,7.0983758,14.196752
2019,LAXSBA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,11,89,979,116,6.8875527,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,SBA,US-CA,Santa Barbara,92325,11,1,1893572.5,1,1,14.453976,7921,89,4.4886365,8.977273
2020,LAXSDF,1,1,1,0,1,1,0,1,1,389,1971.7828,767023.5,88.5,13.550274,0,1,1,0,0,0,0,0,0,1,1,1729,2120.6641,3666628.3,131.5,15.114783,1,1,1,0,0,0,0,0,0,1,1,3,2031,6093,102.5,8.7150602,0,1,1,1326,1858.828,2464806,55.5,14.717624,LAX,US-CA,Los Angeles,3694820,95,1,SDF,US-KY,Louisville,256231,62,0,1975525.5,5,1,14.496345,3392964,1842,7.5186071,15.037214
2021,LAXSEA,1,1,1,1,1,1,0,1,1,1349,1007.9543,1359730.4,111.5,14.122798,0,1,1,0,0,0,0,0,0,1,1,882,1278.5909,1127717.3,134,13.935707,0,1,1,9,1886,16974,44.5,9.7394972,0,1,1,25849,971.47485,25111654,150,17.038843,0,1,1,6064,1003.8088,6087096.5,56.5,15.621682,LAX,US-CA,Los Angeles,3694820,95,1,SEA,US-WA,Seattle,563374,86,0,2129097,6,1,14.571209,910116,954,6.8606639,13.721328
2022,LAXSFO,1,1,1,1,1,0,0,1,1,13682,339.65848,4647207.5,112,15.351777,0,1,1,0,0,0,0,0,0,1,1,1651,337,556387,137.5,13.229221,0,1,1,0,0,0,0,0,0,1,1,57129,355.95288,20335232,144,16.827866,0,1,0,7,441.33334,3089.3335,51.5,8.0360346,LAX,US-CA,Los Angeles,3694820,95,1,SFO,US-CA,San Francisco,776733,88,1,2235776.5,5,1,14.620099,113569,337,5.8200831,11.640166
2023,LAXSHV,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,294,1527.6348,449124.63,121.5,13.015058,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,SHV,US-LA,Shreveport,200145,19,0,1947482.5,3,1,14.482048,2030625,1425,7.2619271,14.523854
2024,LAXSJC,1,0,0,0,1,1,0,1,1,22176,313.65839,6955688.5,111.5,15.755071,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,16592,308.60306,5120342,132,15.448732,0,1,1,43259,322.96295,13971054,56,16.452497,LAX,US-CA,Los Angeles,3694820,95,1,SJC,US-CA,San Jose,894943,59,1,2294881.5,3,1,14.646192,94864,308,5.7300997,11.460199
2025,LAXSLC,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,24827,595.24115,14778052,137.5,16.508654,1,1,1,13,1253,16289,37.5,9.698307,0,1,1,9314,620.75775,5781737.5,138,15.570215,0,1,1,20823,601.43726,12523728,57,16.343136,LAX,US-CA,Los Angeles,3694820,95,1,SLC,US-UT,Salt Lake City,181743,74,0,1938281.5,3,1,14.477312,348100,590,6.3801227,12.760245
2026,LAXSMF,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,373,373,120,5.9242558,1,1,1,0,0,0,0,0,0,1,1,23204,373,8655092,129,15.973659,0,1,1,38621,387.45374,14963851,55.5,16.521149,LAX,US-CA,Los Angeles,3694820,95,1,SMF,US-CA,Sacramento,407018,61,1,2050919,2,1,14.533798,139129,373,5.9215784,11.843157
2027,LAXSRQ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,487,2398.9951,1168310.6,124,13.97107,1,1,1,17,2785,47345,30,10.765238,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,1873767.5,1,1,14.443461,4831204,2198,7.695303,15.390606
2028,LAXSTL,1,1,0,0,1,1,0,1,1,1889,1699.0642,3209532.3,118,14.981636,0,1,1,0,0,0,0,0,1,1,1,84,2452.7805,206033.56,129,12.235799,1,1,1,0,0,0,0,0,0,1,1,891,1749.1261,1558471.4,133.5,14.259216,0,1,1,3619,1626.0212,5884571,57.5,15.587845,LAX,US-CA,Los Angeles,3694820,95,1,STL,US-MO,St Louis,348189,90,0,2021504.5,4,1,14.519353,2537649,1593,7.3733745,14.746749
2029,LAXSYR,1,1,1,0,1,0,0,1,1,459,2367.3865,1086630.4,91.5,13.898593,0,1,1,0,0,0,0,0,0,1,1,206,2623.073,540353.06,119,13.19998,1,1,1,0,0,0,0,0,0,1,1,398,2363.5208,940681.25,118,13.754361,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,SYR,US-NY,Syracuse,147306,41,0,1921063,4,1,14.46839,5531904,2352,7.7630215,15.526043
2030,LAXTPA,1,1,1,0,1,1,0,1,1,1137,2313.167,2630070.8,110.5,14.782521,0,1,1,0,0,0,0,0,0,1,1,11074,2221.49,24600780,136.5,17.01829,1,1,1,0,0,0,0,0,0,1,1,1035,2668.958,2762371.5,129.5,14.8316,0,1,1,2420,2183.9814,5285235,57,15.480428,LAX,US-CA,Los Angeles,3694820,95,1,TPA,US-FL,Tampa,303447,92,1,1999133.5,5,1,14.508224,4656964,2158,7.6769371,15.353874
2031,LAXTUL,1,1,1,0,1,1,0,1,1,2662,1329.9363,3540290.5,108.5,15.07972,0,1,1,0,0,0,0,0,0,1,1,206,1550.9271,319491,121.5,12.674487,0,1,0,0,0,0,0,0,0,1,1,756,1419.821,1073384.8,112.5,13.886329,0,1,1,1188,1368.2395,1625468.5,57,14.301308,LAX,US-CA,Los Angeles,3694820,95,1,TUL,US-OK,Tulsa,393049,52,0,2043934.5,5,1,14.530387,1646089,1283,7.1569562,14.313912
2032,LAXTUS,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,451,451,129,6.1136823,1,1,1,1,451,451,23,6.1136823,0,1,1,9629,454.3606,4375038,126.5,15.291426,0,1,1,20645,465.97144,9619980,54.5,16.079353,LAX,US-CA,Los Angeles,3694820,95,1,TUS,US-AZ,Tucson,486699,60,0,2090759.5,3,1,14.553038,203401,451,6.1114674,12.222935
2033,LAXTYS,0,0,1,0,1,0,1,1,1,166,2016.4237,334726.34,83.5,12.721071,1,1,1,0,0,0,0,0,0,1,1,604,2118.6541,1279667,132,14.062111,0,1,0,0,0,0,0,0,0,1,1,218,2222.427,484489.09,118.5,13.090853,0,1,0,0,0,0,0,0,LAX,US-CA,Los Angeles,3694820,95,1,TYS,US-TN,Knoxville,173890,38,0,1934355,2,1,14.475285,3845521,1961,7.5812097,15.162419
2034,LEXLGA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,490,834.5484,408928.72,121,12.921299,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,LGA,US-NY,New York,8008278,87,0,4134395,2,0,15.234852,389376,624,6.4361506,12.872301
2035,LEXMCI,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,244,746.85712,182233.14,119.5,12.113048,0,0,1,0,0,0,0,0,1,1,1,1,726,726,69.5,6.5889263,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,MCI,US-MO,Kansas City,441545,86,0,351028.5,1,0,12.768622,305809,553,6.3153582,12.630716
2036,LEXMCO,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1096,767.21826,840871.19,133.5,13.642195,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,MCO,US-FL,Orlando,185951,92,1,223231.5,1,1,12.315965,474721,689,6.5352411,13.070482
2037,LEXMEM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,61,635,38735,123,10.564525,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,MEM,US-TN,Memphis,650100,70,0,455306,0,0,13.028725,131769,363,5.894403,11.788806
2038,LEXMIA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,456,934.47058,426118.59,123,12.962476,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,MIA,US-FL,Miami,362470,89,1,311491,1,1,12.649126,776161,881,6.7810578,13.562116
2039,LEXMLB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,95,749.11108,71165.555,112.5,11.172778,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,MLB,US-FL,Melbourne,71382,28,1,165947,1,1,12.019423,556516,746,6.6147256,13.229451
2040,LEXMSY,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,723,745.72949,539162.44,124,13.197774,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,MSY,US-LA,New Orleans,484674,87,0,372593,1,0,12.828242,412164,642,6.4645882,12.929176
2041,LEXORD,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,211,391.5,82606.5,123,11.321856,0,0,1,0,0,0,0,0,0,1,1,7,449,3143,89,8.0532513,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,ORD,US-IL,Chicago,2896016,97,0,1578264,2,0,14.271836,104329,323,5.7776523,11.555305
2042,LEXPBI,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,431,906.74847,390808.59,123.5,12.875976,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,PBI,US-FL,West Palm Beach,82103,68,1,171307.5,1,1,12.051215,680625,825,6.7153835,13.430767
2043,LEXRDU,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,154,596.30139,91830.414,123.5,11.42771,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,RDU,US-NC,Raleigh/Durham,463128,77,0,361820,1,0,12.798903,169744,412,6.0210233,12.042047
2044,LEXRSW,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,871,876.66876,763578.5,124,13.545773,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,RSW,US-FL,Fort Myers,51970,68,1,156241,1,1,11.959155,669124,818,6.7068624,13.413725
2045,LEXSAN,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,314,2102.1389,660071.63,124,13.400105,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,SAN,US-CA,San Diego,1223400,85,1,741956,1,1,13.517045,3511876,1874,7.5358305,15.071661
2046,LEXSAT,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,315,1150.2485,362328.28,124.5,12.800308,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,SAT,US-TX,San Antonio,1144646,80,0,702579,1,0,13.462513,976144,988,6.8956828,13.791366
2047,LEXSEA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,153,2198.9692,336442.28,126,12.726185,0,0,1,0,0,0,0,0,1,1,1,1,2044,2044,86.5,7.6231532,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,SEA,US-WA,Seattle,563374,86,0,411943,0,0,12.92864,4104676,2026,7.6138186,15.227637
2048,LEXSFO,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,259,2236.0337,579132.75,129.5,13.269289,0,0,1,0,0,0,0,0,0,1,1,3,2400,7200,80.5,8.8819752,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,SFO,US-CA,San Francisco,776733,88,1,518622.5,2,1,13.158932,4210704,2052,7.6265702,15.25314
2049,LEXSLC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,202,1848.73,373443.47,129.5,12.830524,0,0,1,0,0,0,0,0,1,1,1,2,1572,3144,74.5,8.0535688,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,SLC,US-UT,Salt Lake City,181743,74,0,221127.5,0,0,12.306495,2166784,1472,7.2943773,14.588755
2050,LEXSRQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,372,752.74579,280021.44,116,12.542625,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,156613.5,1,1,11.961536,559504,748,6.617403,13.234806
2051,LEXTPA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1147,763.46649,875696.06,128.5,13.682775,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LEX,US-KY,Lexington,260512,32,0,TPA,US-FL,Tampa,303447,92,1,281979.5,1,1,12.54959,502681,709,6.5638556,13.127711
2052,LGALIT,1,1,1,0,0,0,0,1,1,164,1693.7142,277769.13,99.5,12.534549,0,1,1,0,0,0,0,0,0,1,1,647,1211.8008,784035.13,118.5,13.57221,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,LIT,US-AR,Little Rock,183133,53,0,4095705.5,3,0,15.22545,1177225,1085,6.9893351,13.97867
2053,LGAMBS,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,75,955,71625,109.5,11.179214,0,0,0,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MBS,US-MI,Saginaw,61799,27,0,4035038.5,1,0,15.210526,358801,599,6.3952618,12.790524
2054,LGAMCI,1,1,1,1,1,0,0,1,1,462,1268.6482,586115.44,109.5,13.281274,0,1,1,0,0,0,0,0,0,1,1,329,1306.5032,429839.53,121.5,12.971169,0,1,1,4415,1107,4887405,57,15.402172,0,1,1,431,1182.4836,509650.44,118.5,13.141482,0,0,1,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MCI,US-MO,Kansas City,441545,86,0,4224911.5,5,0,15.256509,1225449,1107,7.009409,14.018818
2055,LGAMCO,1,1,1,1,1,0,0,1,1,3684,994.86646,3665088,109,15.114363,0,1,1,0,0,0,0,0,0,1,1,39538,1010.6744,39960044,135.5,17.503391,0,1,1,7133,1277.501,9112414,70.5,16.025148,0,1,1,567,1207.2705,684522.38,123,13.436478,0,0,1,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MCO,US-FL,Orlando,185951,92,1,4097114.5,5,1,15.225794,902500,950,6.856462,13.712924
2056,LGAMDW,0,1,0,1,0,0,1,1,1,19,725,13775,83.5,9.5306835,0,1,1,0,0,0,0,0,0,1,0,4,1092.5,4370,92.5,8.3827467,0,1,1,25466,1079.3286,27486182,68.5,17.129194,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MDW,US-IL,Chicago,2896016,60,0,5452147,2,0,15.51152,525625,725,6.5861716,13.172343
2057,LGAMEM,1,1,1,1,0,0,0,1,1,8,1701.6,13612.8,94.5,9.5188389,0,1,1,0,0,0,0,0,0,1,1,659,1071.0525,705823.56,125,13.467122,0,1,1,513,1101.675,565159.31,61.5,13.244864,1,1,1,93,1224,113832,106,11.642488,0,0,0,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MEM,US-TN,Memphis,650100,70,0,4329189,4,0,15.28089,927369,963,6.8700533,13.740107
2058,LGAMFE,1,1,0,0,0,0,0,1,1,229,1857,425253,100.5,12.960442,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MFE,US-TX,Mc Allen,106414,22,0,4057346,2,0,15.21604,2999824,1732,7.4570322,14.914064
2059,LGAMIA,1,1,1,1,1,0,0,1,1,24590,1108.3323,27253890,113,17.120707,0,1,1,0,0,0,0,0,0,1,1,1866,1379.406,2573971.5,125,14.760961,0,1,1,738,1369.6471,1010799.6,55,13.826253,0,1,1,3264,1188.4178,3878995.8,114.5,15.171087,0,0,0,0,0,0,0,0,LGA,US-NY,New York,8008278,87,0,MIA,US-FL,Miami,362470,89,1,4185374,5,1,15.247107,1203409,1097,7.0003343,14.000669
