v1,market,firm,airline,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,population,firm_nb,city_pair,operate1,operate2,tourism,lpopulation,passenger,dist,airpresence,route,distancesq,distance,ldistance,ldistancesq,lairpresence
398,BDLSDF,ua,0,BDL,US-CT,Hartford,121578,66,0,SDF,US-KY,Louisville,256231,62,0,188904.5,3,1,1,1,0,12.148997,5,777,3885,79,549081,741,6.6080008,13.216002,8.2651358
398,BDLSDF,wn,1,BDL,US-CT,Hartford,121578,66,0,SDF,US-KY,Louisville,256231,62,0,188904.5,3,0,1,1,0,12.148997,344,791.33636,272219.72,53.5,549081,741,6.6080008,13.216002,12.514368
399,BDLSEA,aa,1,BDL,US-CT,Hartford,121578,66,0,SEA,US-WA,Seattle,563374,86,0,342476,4,0,1,1,0,12.743957,628,2605.4038,1636193.6,96.5,5909761,2431,7.7960582,15.592116,14.307884
399,BDLSEA,al,1,BDL,US-CT,Hartford,121578,66,0,SEA,US-WA,Seattle,563374,86,0,342476,4,0,1,1,0,12.743957,0,0,0,0,5909761,2431,7.7960582,15.592116,0
399,BDLSEA,dl,1,BDL,US-CT,Hartford,121578,66,0,SEA,US-WA,Seattle,563374,86,0,342476,4,0,1,1,0,12.743957,422,2782.531,1174228.1,121.5,5909761,2431,7.7960582,15.592116,13.976123
399,BDLSEA,lcc,0,BDL,US-CT,Hartford,121578,66,0,SEA,US-WA,Seattle,563374,86,0,342476,4,1,1,1,0,12.743957,0,0,0,0,5909761,2431,7.7960582,15.592116,0
399,BDLSEA,ua,1,BDL,US-CT,Hartford,121578,66,0,SEA,US-WA,Seattle,563374,86,0,342476,4,0,1,1,0,12.743957,1328,2599.4263,3452038,126.5,5909761,2431,7.7960582,15.592116,15.054476
399,BDLSEA,wn,0,BDL,US-CT,Hartford,121578,66,0,SEA,US-WA,Seattle,563374,86,0,342476,4,1,1,1,0,12.743957,28,3224.9285,90298,54.5,5909761,2431,7.7960582,15.592116,11.410882
400,BDLSFO,aa,1,BDL,US-CT,Hartford,121578,66,0,SFO,US-CA,San Francisco,776733,88,1,449155.5,4,0,1,1,1,13.015124,940,2725.6465,2562107.8,97,6890625,2625,7.8728361,15.745672,14.756341
400,BDLSFO,al,1,BDL,US-CT,Hartford,121578,66,0,SFO,US-CA,San Francisco,776733,88,1,449155.5,4,0,1,1,1,13.015124,0,0,0,0,6890625,2625,7.8728361,15.745672,0
400,BDLSFO,dl,1,BDL,US-CT,Hartford,121578,66,0,SFO,US-CA,San Francisco,776733,88,1,449155.5,4,0,1,1,1,13.015124,632,2809.374,1775524.4,125,6890625,2625,7.8728361,15.745672,14.389606
400,BDLSFO,lcc,0,BDL,US-CT,Hartford,121578,66,0,SFO,US-CA,San Francisco,776733,88,1,449155.5,4,1,1,1,1,13.015124,0,0,0,0,6890625,2625,7.8728361,15.745672,0
400,BDLSFO,ua,1,BDL,US-CT,Hartford,121578,66,0,SFO,US-CA,San Francisco,776733,88,1,449155.5,4,0,1,1,1,13.015124,4264,2679.5608,11425647,120.5,6890625,2625,7.8728361,15.745672,16.251371
400,BDLSFO,wn,0,BDL,US-CT,Hartford,121578,66,0,SFO,US-CA,San Francisco,776733,88,1,449155.5,4,0,1,0,1,13.015124,1,2932,2932,49.5,6890625,2625,7.8728361,15.745672,7.9837809
401,BDLSJC,aa,1,BDL,US-CT,Hartford,121578,66,0,SJC,US-CA,San Jose,894943,59,1,508260.5,4,0,1,1,1,13.138749,1152,2691.4197,3100515.5,96.5,6806881,2609,7.8667221,15.733444,14.94708
401,BDLSJC,al,1,BDL,US-CT,Hartford,121578,66,0,SJC,US-CA,San Jose,894943,59,1,508260.5,4,0,1,1,1,13.138749,0,0,0,0,6806881,2609,7.8667221,15.733444,0
401,BDLSJC,dl,1,BDL,US-CT,Hartford,121578,66,0,SJC,US-CA,San Jose,894943,59,1,508260.5,4,0,1,1,1,13.138749,248,2888.6001,716372.81,108,6806881,2609,7.8667221,15.733444,13.481957
401,BDLSJC,lcc,0,BDL,US-CT,Hartford,121578,66,0,SJC,US-CA,San Jose,894943,59,1,508260.5,4,1,1,1,1,13.138749,0,0,0,0,6806881,2609,7.8667221,15.733444,0
401,BDLSJC,ua,1,BDL,US-CT,Hartford,121578,66,0,SJC,US-CA,San Jose,894943,59,1,508260.5,4,0,1,1,1,13.138749,582,2659.6333,1547906.6,108.5,6806881,2609,7.8667221,15.733444,14.252415
401,BDLSJC,wn,0,BDL,US-CT,Hartford,121578,66,0,SJC,US-CA,San Jose,894943,59,1,508260.5,4,1,1,1,1,13.138749,120,2814.6296,337755.56,54,6806881,2609,7.8667221,15.733444,12.730081
402,BDLSLC,aa,1,BDL,US-CT,Hartford,121578,66,0,SLC,US-UT,Salt Lake City,181743,74,0,151660.5,3,0,1,1,0,11.929399,628,2289.054,1437525.9,85,4104676,2026,7.6138186,15.227637,14.178434
402,BDLSLC,al,0,BDL,US-CT,Hartford,121578,66,0,SLC,US-UT,Salt Lake City,181743,74,0,151660.5,3,1,1,1,0,11.929399,0,0,0,0,4104676,2026,7.6138186,15.227637,0
402,BDLSLC,dl,1,BDL,US-CT,Hartford,121578,66,0,SLC,US-UT,Salt Lake City,181743,74,0,151660.5,3,0,1,1,0,11.929399,1509,2242.5649,3384030.5,125,4104676,2026,7.6138186,15.227637,15.034578
402,BDLSLC,lcc,0,BDL,US-CT,Hartford,121578,66,0,SLC,US-UT,Salt Lake City,181743,74,0,151660.5,3,1,1,1,0,11.929399,0,0,0,0,4104676,2026,7.6138186,15.227637,0
402,BDLSLC,ua,1,BDL,US-CT,Hartford,121578,66,0,SLC,US-UT,Salt Lake City,181743,74,0,151660.5,3,0,1,1,0,11.929399,452,2064.4045,933110.88,114.5,4104676,2026,7.6138186,15.227637,13.746281
402,BDLSLC,wn,0,BDL,US-CT,Hartford,121578,66,0,SLC,US-UT,Salt Lake City,181743,74,0,151660.5,3,1,1,1,0,11.929399,127,2134.6531,271100.94,55,4104676,2026,7.6138186,15.227637,12.51025
403,BDLSMF,aa,1,BDL,US-CT,Hartford,121578,66,0,SMF,US-CA,Sacramento,407018,61,1,264298,4,0,1,1,1,12.484833,206,2909.0732,599269.06,87,6543364,2558,7.846981,15.693962,13.303468
403,BDLSMF,al,1,BDL,US-CT,Hartford,121578,66,0,SMF,US-CA,Sacramento,407018,61,1,264298,4,0,1,1,1,12.484833,0,0,0,0,6543364,2558,7.846981,15.693962,0
403,BDLSMF,dl,0,BDL,US-CT,Hartford,121578,66,0,SMF,US-CA,Sacramento,407018,61,1,264298,4,1,1,1,1,12.484833,139,2970.6726,412923.5,107.5,6543364,2558,7.846981,15.693962,12.93102
403,BDLSMF,lcc,0,BDL,US-CT,Hartford,121578,66,0,SMF,US-CA,Sacramento,407018,61,1,264298,4,1,1,1,1,12.484833,0,0,0,0,6543364,2558,7.846981,15.693962,0
403,BDLSMF,ua,1,BDL,US-CT,Hartford,121578,66,0,SMF,US-CA,Sacramento,407018,61,1,264298,4,0,1,1,1,12.484833,591,2603.3701,1538591.8,105.5,6543364,2558,7.846981,15.693962,14.246379
403,BDLSMF,wn,1,BDL,US-CT,Hartford,121578,66,0,SMF,US-CA,Sacramento,407018,61,1,264298,4,0,1,1,1,12.484833,268,2853.8381,764828.63,53.5,6543364,2558,7.846981,15.693962,13.547408
404,BDLSNA,aa,1,BDL,US-CT,Hartford,121578,66,0,SNA,US-CA,Santa Ana,337977,60,1,229777.5,2,0,1,1,1,12.344867,819,2585.856,2117816,93,6290064,2508,7.8272409,15.654482,14.565896
404,BDLSNA,al,0,BDL,US-CT,Hartford,121578,66,0,SNA,US-CA,Santa Ana,337977,60,1,229777.5,2,1,1,1,1,12.344867,0,0,0,0,6290064,2508,7.8272409,15.654482,0
404,BDLSNA,dl,0,BDL,US-CT,Hartford,121578,66,0,SNA,US-CA,Santa Ana,337977,60,1,229777.5,2,1,1,1,1,12.344867,144,2794.3728,402389.69,110,6290064,2508,7.8272409,15.654482,12.905179
404,BDLSNA,lcc,0,BDL,US-CT,Hartford,121578,66,0,SNA,US-CA,Santa Ana,337977,60,1,229777.5,2,1,1,1,1,12.344867,0,0,0,0,6290064,2508,7.8272409,15.654482,0
404,BDLSNA,ua,1,BDL,US-CT,Hartford,121578,66,0,SNA,US-CA,Santa Ana,337977,60,1,229777.5,2,0,1,1,1,12.344867,608,2537.012,1542503.3,108.5,6290064,2508,7.8272409,15.654482,14.248918
404,BDLSNA,wn,0,BDL,US-CT,Hartford,121578,66,0,SNA,US-CA,Santa Ana,337977,60,1,229777.5,2,1,1,1,1,12.344867,1,2524,2524,51,6290064,2508,7.8272409,15.654482,7.8339963
405,BDLSRQ,aa,0,BDL,US-CT,Hartford,121578,66,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,87146.5,2,0,1,0,1,11.375346,0,0,0,0,1322500,1150,7.0475173,14.095035,0
405,BDLSRQ,al,1,BDL,US-CT,Hartford,121578,66,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,87146.5,2,0,1,1,1,11.375346,0,0,0,0,1322500,1150,7.0475173,14.095035,0
405,BDLSRQ,dl,1,BDL,US-CT,Hartford,121578,66,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,87146.5,2,0,1,1,1,11.375346,764,1306.5735,998222.13,111.5,1322500,1150,7.0475173,14.095035,13.813732
405,BDLSRQ,lcc,0,BDL,US-CT,Hartford,121578,66,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,87146.5,2,1,1,1,1,11.375346,0,0,0,0,1322500,1150,7.0475173,14.095035,0
405,BDLSRQ,ua,0,BDL,US-CT,Hartford,121578,66,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,87146.5,2,0,1,0,1,11.375346,0,0,0,0,1322500,1150,7.0475173,14.095035,0
405,BDLSRQ,wn,0,BDL,US-CT,Hartford,121578,66,0,SRQ,US-FL,Sarasota/Bradenton,52715,43,1,87146.5,2,0,1,0,1,11.375346,0,0,0,0,1322500,1150,7.0475173,14.095035,0
406,BDLSTL,aa,1,BDL,US-CT,Hartford,121578,66,0,STL,US-MO,St Louis,348189,90,0,234883.5,3,0,1,1,0,12.366845,261,1049.9182,274028.66,103,915849,957,6.8638034,13.727607,12.520991
406,BDLSTL,al,1,BDL,US-CT,Hartford,121578,66,0,STL,US-MO,St Louis,348189,90,0,234883.5,3,0,1,1,0,12.366845,0,0,0,0,915849,957,6.8638034,13.727607,0
406,BDLSTL,dl,0,BDL,US-CT,Hartford,121578,66,0,STL,US-MO,St Louis,348189,90,0,234883.5,3,1,1,1,0,12.366845,117,1334.52,156138.84,116.5,915849,957,6.8638034,13.727607,11.958508
406,BDLSTL,lcc,0,BDL,US-CT,Hartford,121578,66,0,STL,US-MO,St Louis,348189,90,0,234883.5,3,1,1,1,0,12.366845,0,0,0,0,915849,957,6.8638034,13.727607,0
406,BDLSTL,ua,0,BDL,US-CT,Hartford,121578,66,0,STL,US-MO,St Louis,348189,90,0,234883.5,3,1,1,1,0,12.366845,192,1041,199872,110,915849,957,6.8638034,13.727607,12.205438
406,BDLSTL,wn,1,BDL,US-CT,Hartford,121578,66,0,STL,US-MO,St Louis,348189,90,0,234883.5,3,0,1,1,0,12.366845,1581,1025.9119,1621966.6,55.5,915849,957,6.8638034,13.727607,14.29915
407,BDLTPA,aa,1,BDL,US-CT,Hartford,121578,66,0,TPA,US-FL,Tampa,303447,92,1,212512.5,6,0,1,1,1,12.266756,192,1770.9277,340018.13,95.5,1234321,1111,7.0130157,14.026031,12.736757
407,BDLTPA,al,1,BDL,US-CT,Hartford,121578,66,0,TPA,US-FL,Tampa,303447,92,1,212512.5,6,0,1,1,1,12.266756,0,0,0,0,1234321,1111,7.0130157,14.026031,0
407,BDLTPA,dl,1,BDL,US-CT,Hartford,121578,66,0,TPA,US-FL,Tampa,303447,92,1,212512.5,6,0,1,1,1,12.266756,9457,1192.9325,11281563,124,1234321,1111,7.0130157,14.026031,16.23868
407,BDLTPA,lcc,1,BDL,US-CT,Hartford,121578,66,0,TPA,US-FL,Tampa,303447,92,1,212512.5,6,0,1,1,1,12.266756,0,0,0,0,1234321,1111,7.0130157,14.026031,0
407,BDLTPA,ua,1,BDL,US-CT,Hartford,121578,66,0,TPA,US-FL,Tampa,303447,92,1,212512.5,6,0,1,1,1,12.266756,359,1251.5115,449292.63,106,1234321,1111,7.0130157,14.026031,13.015432
407,BDLTPA,wn,1,BDL,US-CT,Hartford,121578,66,0,TPA,US-FL,Tampa,303447,92,1,212512.5,6,0,1,1,1,12.266756,1530,1135.8779,1737893.3,55,1234321,1111,7.0130157,14.026031,14.368185
408,BDLTUL,aa,1,BDL,US-CT,Hartford,121578,66,0,TUL,US-OK,Tulsa,393049,52,0,257313.5,1,0,1,1,0,12.458051,380,1463.8975,556281.06,93.5,1703025,1305,7.1739583,14.347917,13.229031
408,BDLTUL,al,0,BDL,US-CT,Hartford,121578,66,0,TUL,US-OK,Tulsa,393049,52,0,257313.5,1,1,1,1,0,12.458051,0,0,0,0,1703025,1305,7.1739583,14.347917,0
408,BDLTUL,dl,0,BDL,US-CT,Hartford,121578,66,0,TUL,US-OK,Tulsa,393049,52,0,257313.5,1,1,1,1,0,12.458051,151,1533,231483,109,1703025,1305,7.1739583,14.347917,12.352266
408,BDLTUL,lcc,0,BDL,US-CT,Hartford,121578,66,0,TUL,US-OK,Tulsa,393049,52,0,257313.5,1,0,1,0,0,12.458051,3,1368,4104,22,1703025,1305,7.1739583,14.347917,8.3199606
408,BDLTUL,ua,0,BDL,US-CT,Hartford,121578,66,0,TUL,US-OK,Tulsa,393049,52,0,257313.5,1,1,1,1,0,12.458051,1,2212,2212,89,1703025,1305,7.1739583,14.347917,7.7021046
408,BDLTUL,wn,0,BDL,US-CT,Hartford,121578,66,0,TUL,US-OK,Tulsa,393049,52,0,257313.5,1,1,1,1,0,12.458051,80,1362.4688,108997.5,55,1703025,1305,7.1739583,14.347917,11.59909
409,BDLTUS,aa,1,BDL,US-CT,Hartford,121578,66,0,TUS,US-AZ,Tucson,486699,60,0,304138.5,2,0,1,1,0,12.625238,730,2257.9805,1648325.8,86,4840000,2200,7.6962128,15.392426,14.315271
409,BDLTUS,al,0,BDL,US-CT,Hartford,121578,66,0,TUS,US-AZ,Tucson,486699,60,0,304138.5,2,1,1,1,0,12.625238,0,0,0,0,4840000,2200,7.6962128,15.392426,0
409,BDLTUS,dl,1,BDL,US-CT,Hartford,121578,66,0,TUS,US-AZ,Tucson,486699,60,0,304138.5,2,0,1,1,0,12.625238,298,2234.9832,666025,116.5,4840000,2200,7.6962128,15.392426,13.409084
409,BDLTUS,lcc,0,BDL,US-CT,Hartford,121578,66,0,TUS,US-AZ,Tucson,486699,60,0,304138.5,2,1,1,1,0,12.625238,0,0,0,0,4840000,2200,7.6962128,15.392426,0
409,BDLTUS,ua,0,BDL,US-CT,Hartford,121578,66,0,TUS,US-AZ,Tucson,486699,60,0,304138.5,2,1,1,1,0,12.625238,101,2336.1777,235953.95,103,4840000,2200,7.6962128,15.392426,12.371396
409,BDLTUS,wn,0,BDL,US-CT,Hartford,121578,66,0,TUS,US-AZ,Tucson,486699,60,0,304138.5,2,1,1,1,0,12.625238,4,2890.5,11562,52.5,4840000,2200,7.6962128,15.392426,9.355566
410,BDLTYS,aa,0,BDL,US-CT,Hartford,121578,66,0,TYS,US-TN,Knoxville,173890,38,0,147734,1,1,1,1,0,11.903169,0,0,0,0,555025,745,6.6133842,13.226768,0
410,BDLTYS,al,0,BDL,US-CT,Hartford,121578,66,0,TYS,US-TN,Knoxville,173890,38,0,147734,1,1,1,1,0,11.903169,0,0,0,0,555025,745,6.6133842,13.226768,0
410,BDLTYS,dl,1,BDL,US-CT,Hartford,121578,66,0,TYS,US-TN,Knoxville,173890,38,0,147734,1,0,1,1,0,11.903169,246,1014.5046,249568.13,119.5,555025,745,6.6133842,13.226768,12.427491
410,BDLTYS,lcc,0,BDL,US-CT,Hartford,121578,66,0,TYS,US-TN,Knoxville,173890,38,0,147734,1,0,1,0,0,11.903169,1,745,745,23.5,555025,745,6.6133842,13.226768,6.6147256
410,BDLTYS,ua,0,BDL,US-CT,Hartford,121578,66,0,TYS,US-TN,Knoxville,173890,38,0,147734,1,1,1,1,0,11.903169,17,1258,21386,95,555025,745,6.6133842,13.226768,9.9705381
410,BDLTYS,wn,0,BDL,US-CT,Hartford,121578,66,0,TYS,US-TN,Knoxville,173890,38,0,147734,1,0,1,0,0,11.903169,0,0,0,0,555025,745,6.6133842,13.226768,0
411,BFLDAL,aa,0,BFL,US-CA,Bakersfield,247057,2,1,DAL,US-TX,Dallas,1188580,93,0,717818.5,0,1,1,1,1,13.483972,0,0,0,0,1836025,1355,7.2115569,14.423114,0
411,BFLDAL,al,0,BFL,US-CA,Bakersfield,247057,2,1,DAL,US-TX,Dallas,1188580,93,0,717818.5,0,0,0,1,1,13.483972,0,0,0,0,1836025,1355,7.2115569,14.423114,0
411,BFLDAL,dl,0,BFL,US-CA,Bakersfield,247057,2,1,DAL,US-TX,Dallas,1188580,93,0,717818.5,0,0,0,1,1,13.483972,0,0,0,0,1836025,1355,7.2115569,14.423114,0
411,BFLDAL,lcc,0,BFL,US-CA,Bakersfield,247057,2,1,DAL,US-TX,Dallas,1188580,93,0,717818.5,0,0,0,0,1,13.483972,0,0,0,0,1836025,1355,7.2115569,14.423114,0
411,BFLDAL,ua,0,BFL,US-CA,Bakersfield,247057,2,1,DAL,US-TX,Dallas,1188580,93,0,717818.5,0,0,0,0,1,13.483972,0,0,0,0,1836025,1355,7.2115569,14.423114,0
411,BFLDAL,wn,0,BFL,US-CA,Bakersfield,247057,2,1,DAL,US-TX,Dallas,1188580,93,0,717818.5,0,0,0,1,1,13.483972,0,0,0,0,1836025,1355,7.2115569,14.423114,0
412,BFLDFW,aa,1,BFL,US-CA,Bakersfield,247057,2,1,DFW,US-TX,Dallas-Fort Worth,534694,98,0,390875.5,1,0,1,1,1,12.876144,0,0,0,0,1635841,1279,7.1538339,14.307668,0
412,BFLDFW,al,0,BFL,US-CA,Bakersfield,247057,2,1,DFW,US-TX,Dallas-Fort Worth,534694,98,0,390875.5,1,0,0,1,1,12.876144,0,0,0,0,1635841,1279,7.1538339,14.307668,0
412,BFLDFW,dl,0,BFL,US-CA,Bakersfield,247057,2,1,DFW,US-TX,Dallas-Fort Worth,534694,98,0,390875.5,1,0,0,1,1,12.876144,0,0,0,0,1635841,1279,7.1538339,14.307668,0
412,BFLDFW,lcc,0,BFL,US-CA,Bakersfield,247057,2,1,DFW,US-TX,Dallas-Fort Worth,534694,98,0,390875.5,1,0,0,1,1,12.876144,0,0,0,0,1635841,1279,7.1538339,14.307668,0
412,BFLDFW,ua,0,BFL,US-CA,Bakersfield,247057,2,1,DFW,US-TX,Dallas-Fort Worth,534694,98,0,390875.5,1,0,0,1,1,12.876144,0,0,0,0,1635841,1279,7.1538339,14.307668,0
412,BFLDFW,wn,0,BFL,US-CA,Bakersfield,247057,2,1,DFW,US-TX,Dallas-Fort Worth,534694,98,0,390875.5,1,0,0,0,1,12.876144,0,0,0,0,1635841,1279,7.1538339,14.307668,0
413,BHMBNA,aa,0,BHM,US-AL,Birmingham,242820,60,0,BNA,US-TN,Nashville,545524,86,0,394172,1,1,1,1,0,12.884542,0,0,0,0,31329,177,5.1761498,10.3523,0
413,BHMBNA,al,0,BHM,US-AL,Birmingham,242820,60,0,BNA,US-TN,Nashville,545524,86,0,394172,1,1,1,1,0,12.884542,0,0,0,0,31329,177,5.1761498,10.3523,0
413,BHMBNA,dl,0,BHM,US-AL,Birmingham,242820,60,0,BNA,US-TN,Nashville,545524,86,0,394172,1,1,1,1,0,12.884542,88,348,30624,131.5,31329,177,5.1761498,10.3523,10.329572
413,BHMBNA,lcc,0,BHM,US-AL,Birmingham,242820,60,0,BNA,US-TN,Nashville,545524,86,0,394172,1,0,1,0,0,12.884542,0,0,0,0,31329,177,5.1761498,10.3523,0
413,BHMBNA,ua,0,BHM,US-AL,Birmingham,242820,60,0,BNA,US-TN,Nashville,545524,86,0,394172,1,1,1,1,0,12.884542,0,0,0,0,31329,177,5.1761498,10.3523,0
413,BHMBNA,wn,1,BHM,US-AL,Birmingham,242820,60,0,BNA,US-TN,Nashville,545524,86,0,394172,1,0,1,1,0,12.884542,2420,177,428340,55.5,31329,177,5.1761498,10.3523,12.967675
414,BHMBOS,aa,0,BHM,US-AL,Birmingham,242820,60,0,BOS,US-MA,Boston,589141,90,0,415980.5,2,1,1,1,0,12.938394,7,2185.75,15300.25,89,1102500,1050,6.9565454,13.913091,9.6356897
414,BHMBOS,al,1,BHM,US-AL,Birmingham,242820,60,0,BOS,US-MA,Boston,589141,90,0,415980.5,2,0,1,1,0,12.938394,0,0,0,0,1102500,1050,6.9565454,13.913091,0
414,BHMBOS,dl,1,BHM,US-AL,Birmingham,242820,60,0,BOS,US-MA,Boston,589141,90,0,415980.5,2,0,1,1,0,12.938394,1270,1103.5377,1401492.9,130.5,1102500,1050,6.9565454,13.913091,14.153049
414,BHMBOS,lcc,0,BHM,US-AL,Birmingham,242820,60,0,BOS,US-MA,Boston,589141,90,0,415980.5,2,1,1,1,0,12.938394,0,0,0,0,1102500,1050,6.9565454,13.913091,0
414,BHMBOS,ua,0,BHM,US-AL,Birmingham,242820,60,0,BOS,US-MA,Boston,589141,90,0,415980.5,2,1,1,1,0,12.938394,0,0,0,0,1102500,1050,6.9565454,13.913091,0
414,BHMBOS,wn,0,BHM,US-AL,Birmingham,242820,60,0,BOS,US-MA,Boston,589141,90,0,415980.5,2,0,1,0,0,12.938394,0,0,0,0,1102500,1050,6.9565454,13.913091,0
415,BHMBUF,aa,0,BHM,US-AL,Birmingham,242820,60,0,BUF,US-NY,Buffalo,292648,54,0,267734,2,1,1,1,0,12.497749,0,0,0,0,614656,784,6.6644092,13.328818,0
415,BHMBUF,al,1,BHM,US-AL,Birmingham,242820,60,0,BUF,US-NY,Buffalo,292648,54,0,267734,2,0,1,1,0,12.497749,0,0,0,0,614656,784,6.6644092,13.328818,0
415,BHMBUF,dl,1,BHM,US-AL,Birmingham,242820,60,0,BUF,US-NY,Buffalo,292648,54,0,267734,2,0,1,1,0,12.497749,222,841.59802,186834.77,111.5,614656,784,6.6644092,13.328818,12.137985
415,BHMBUF,lcc,0,BHM,US-AL,Birmingham,242820,60,0,BUF,US-NY,Buffalo,292648,54,0,267734,2,1,1,1,0,12.497749,0,0,0,0,614656,784,6.6644092,13.328818,0
415,BHMBUF,ua,0,BHM,US-AL,Birmingham,242820,60,0,BUF,US-NY,Buffalo,292648,54,0,267734,2,1,1,1,0,12.497749,1,1057,1057,55,614656,784,6.6644092,13.328818,6.9641356
415,BHMBUF,wn,0,BHM,US-AL,Birmingham,242820,60,0,BUF,US-NY,Buffalo,292648,54,0,267734,2,1,1,1,0,12.497749,209,964.32257,201543.42,55.5,614656,784,6.6644092,13.328818,12.213765
416,BHMBWI,aa,0,BHM,US-AL,Birmingham,242820,60,0,BWI,US-MD,Baltimore,651154,85,0,446987,3,1,1,1,0,13.010284,2,1814,3628,77.5,465124,682,6.5250297,13.050059,8.1967125
416,BHMBWI,al,1,BHM,US-AL,Birmingham,242820,60,0,BWI,US-MD,Baltimore,651154,85,0,446987,3,0,1,1,0,13.010284,0,0,0,0,465124,682,6.5250297,13.050059,0
416,BHMBWI,dl,1,BHM,US-AL,Birmingham,242820,60,0,BWI,US-MD,Baltimore,651154,85,0,446987,3,0,1,1,0,13.010284,1160,749.37335,869273.06,121.5,465124,682,6.5250297,13.050059,13.675414
416,BHMBWI,lcc,0,BHM,US-AL,Birmingham,242820,60,0,BWI,US-MD,Baltimore,651154,85,0,446987,3,1,1,1,0,13.010284,0,0,0,0,465124,682,6.5250297,13.050059,0
416,BHMBWI,ua,0,BHM,US-AL,Birmingham,242820,60,0,BWI,US-MD,Baltimore,651154,85,0,446987,3,1,1,1,0,13.010284,0,0,0,0,465124,682,6.5250297,13.050059,0
416,BHMBWI,wn,1,BHM,US-AL,Birmingham,242820,60,0,BWI,US-MD,Baltimore,651154,85,0,446987,3,0,1,1,0,13.010284,9959,719.55133,7166011.5,56.5,465124,682,6.5250297,13.050059,15.78486
417,BHMCAE,aa,0,BHM,US-AL,Birmingham,242820,60,0,CAE,US-SC,Columbia,116278,38,0,179549,1,0,1,0,0,12.098204,0,0,0,0,105625,325,5.7838254,11.567651,0
417,BHMCAE,al,0,BHM,US-AL,Birmingham,242820,60,0,CAE,US-SC,Columbia,116278,38,0,179549,1,1,1,1,0,12.098204,0,0,0,0,105625,325,5.7838254,11.567651,0
417,BHMCAE,dl,1,BHM,US-AL,Birmingham,242820,60,0,CAE,US-SC,Columbia,116278,38,0,179549,1,0,1,1,0,12.098204,236,325,76700,120.5,105625,325,5.7838254,11.567651,11.24767
417,BHMCAE,lcc,0,BHM,US-AL,Birmingham,242820,60,0,CAE,US-SC,Columbia,116278,38,0,179549,1,0,1,0,0,12.098204,0,0,0,0,105625,325,5.7838254,11.567651,0
417,BHMCAE,ua,0,BHM,US-AL,Birmingham,242820,60,0,CAE,US-SC,Columbia,116278,38,0,179549,1,0,1,0,0,12.098204,0,0,0,0,105625,325,5.7838254,11.567651,0
417,BHMCAE,wn,0,BHM,US-AL,Birmingham,242820,60,0,CAE,US-SC,Columbia,116278,38,0,179549,1,0,1,0,0,12.098204,0,0,0,0,105625,325,5.7838254,11.567651,0
418,BHMCHS,aa,0,BHM,US-AL,Birmingham,242820,60,0,CHS,US-SC,Charleston,96650,55,0,169735,1,1,1,1,0,12.041994,0,0,0,0,154449,393,5.9738097,11.947619,0
418,BHMCHS,al,0,BHM,US-AL,Birmingham,242820,60,0,CHS,US-SC,Charleston,96650,55,0,169735,1,1,1,1,0,12.041994,0,0,0,0,154449,393,5.9738097,11.947619,0
418,BHMCHS,dl,1,BHM,US-AL,Birmingham,242820,60,0,CHS,US-SC,Charleston,96650,55,0,169735,1,0,1,1,0,12.041994,418,393,164274,128,154449,393,5.9738097,11.947619,12.009297
418,BHMCHS,lcc,0,BHM,US-AL,Birmingham,242820,60,0,CHS,US-SC,Charleston,96650,55,0,169735,1,1,1,1,0,12.041994,0,0,0,0,154449,393,5.9738097,11.947619,0
418,BHMCHS,ua,0,BHM,US-AL,Birmingham,242820,60,0,CHS,US-SC,Charleston,96650,55,0,169735,1,0,1,0,0,12.041994,0,0,0,0,154449,393,5.9738097,11.947619,0
418,BHMCHS,wn,0,BHM,US-AL,Birmingham,242820,60,0,CHS,US-SC,Charleston,96650,55,0,169735,1,0,1,0,0,12.041994,0,0,0,0,154449,393,5.9738097,11.947619,0
419,BHMCMH,aa,0,BHM,US-AL,Birmingham,242820,60,0,CMH,US-OH,Columbus,711470,73,0,477145,3,1,1,1,0,13.075576,0,0,0,0,262144,512,6.2383246,12.476649,0
419,BHMCMH,al,1,BHM,US-AL,Birmingham,242820,60,0,CMH,US-OH,Columbus,711470,73,0,477145,3,0,1,1,0,13.075576,0,0,0,0,262144,512,6.2383246,12.476649,0
419,BHMCMH,dl,1,BHM,US-AL,Birmingham,242820,60,0,CMH,US-OH,Columbus,711470,73,0,477145,3,0,1,1,0,13.075576,1053,550.85339,580048.63,122,262144,512,6.2383246,12.476649,13.270869
419,BHMCMH,lcc,0,BHM,US-AL,Birmingham,242820,60,0,CMH,US-OH,Columbus,711470,73,0,477145,3,1,1,1,0,13.075576,0,0,0,0,262144,512,6.2383246,12.476649,0
419,BHMCMH,ua,0,BHM,US-AL,Birmingham,242820,60,0,CMH,US-OH,Columbus,711470,73,0,477145,3,1,1,1,0,13.075576,0,0,0,0,262144,512,6.2383246,12.476649,0
