v1,market,firm,airline,airport1,state1,city1,population1,route1,tourism1,airport2,state2,city2,population2,route2,tourism2,population,firm_nb,city_pair,operate1,operate2,tourism,lpopulation,passenger,dist,airpresence,route,distancesq,distance,ldistance,ldistancesq,lairpresence
1,ABEATL,aa,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,261553,1,0,0,1,0,12.474392,0,0,0,0,478864,692,6.5395861,13.079172,0
1,ABEATL,al,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,261553,1,1,1,1,0,12.474392,0,0,0,0,478864,692,6.5395861,13.079172,0
1,ABEATL,dl,1,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,261553,1,0,1,1,0,12.474392,2227,708.56433,1577972.8,128.5,478864,692,6.5395861,13.079172,14.271652
1,ABEATL,lcc,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,261553,1,0,0,1,0,12.474392,0,0,0,0,478864,692,6.5395861,13.079172,0
1,ABEATL,ua,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,261553,1,1,1,1,0,12.474392,8,1260,10080,101,478864,692,6.5395861,13.079172,9.2184076
1,ABEATL,wn,0,ABE,US-PA,Allentown,106632,18,0,ATL,US-GA,Atlanta,416474,97,0,261553,1,0,0,0,0,12.474392,0,0,0,0,478864,692,6.5395861,13.079172,0
2,ABEBNA,aa,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,326078,1,0,0,1,0,12.694892,0,0,0,0,511225,715,6.5722823,13.144565,0
2,ABEBNA,al,1,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,326078,1,0,1,1,0,12.694892,0,0,0,0,511225,715,6.5722823,13.144565,0
2,ABEBNA,dl,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,326078,1,1,1,1,0,12.694892,57,906,51642,114.5,511225,715,6.5722823,13.144565,10.85211
2,ABEBNA,lcc,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,326078,1,0,0,0,0,12.694892,2,702,1404,23.5,511225,715,6.5722823,13.144565,7.2477927
2,ABEBNA,ua,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,326078,1,1,1,1,0,12.694892,0,0,0,0,511225,715,6.5722823,13.144565,0
2,ABEBNA,wn,0,ABE,US-PA,Allentown,106632,18,0,BNA,US-TN,Nashville,545524,86,0,326078,1,0,0,1,0,12.694892,0,0,0,0,511225,715,6.5722823,13.144565,0
3,ABECVG,aa,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,218958.5,0,0,0,1,0,12.296638,0,0,0,0,253009,503,6.2205901,12.44118,0
3,ABECVG,al,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,218958.5,0,1,1,1,0,12.296638,0,0,0,0,253009,503,6.2205901,12.44118,0
3,ABECVG,dl,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,218958.5,0,1,1,1,0,12.296638,13,1065,13845,119,253009,503,6.2205901,12.44118,9.5357513
3,ABECVG,lcc,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,218958.5,0,0,0,0,0,12.296638,0,0,0,0,253009,503,6.2205901,12.44118,0
3,ABECVG,ua,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,218958.5,0,1,1,1,0,12.296638,13,918,11934,96.5,253009,503,6.2205901,12.44118,9.3872309
3,ABECVG,wn,0,ABE,US-PA,Allentown,106632,18,0,CVG,US-KY,Cincinnati,331285,70,0,218958.5,0,0,0,0,0,12.296638,0,0,0,0,253009,503,6.2205901,12.44118,0
4,ABEDAL,aa,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,647606,0,0,0,1,0,13.381038,0,0,0,0,1833316,1354,7.2108183,14.421637,0
4,ABEDAL,al,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,647606,0,1,1,1,0,13.381038,0,0,0,0,1833316,1354,7.2108183,14.421637,0
4,ABEDAL,dl,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,647606,0,1,1,1,0,13.381038,0,0,0,0,1833316,1354,7.2108183,14.421637,0
4,ABEDAL,lcc,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,647606,0,0,0,0,0,13.381038,0,0,0,0,1833316,1354,7.2108183,14.421637,0
4,ABEDAL,ua,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,647606,0,0,1,0,0,13.381038,0,0,0,0,1833316,1354,7.2108183,14.421637,0
4,ABEDAL,wn,0,ABE,US-PA,Allentown,106632,18,0,DAL,US-TX,Dallas,1188580,93,0,647606,0,0,0,1,0,13.381038,0,0,0,0,1833316,1354,7.2108183,14.421637,0
5,ABEDEN,aa,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,330634,2,0,0,1,0,12.708767,0,0,0,0,2371600,1540,7.3395376,14.679075,0
5,ABEDEN,al,1,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,330634,2,0,1,1,0,12.708767,0,0,0,0,2371600,1540,7.3395376,14.679075,0
5,ABEDEN,dl,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,330634,2,1,1,1,0,12.708767,109,1898.0667,206889.27,115.5,2371600,1540,7.3395376,14.679075,12.239944
5,ABEDEN,lcc,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,330634,2,0,0,1,0,12.708767,0,0,0,0,2371600,1540,7.3395376,14.679075,0
5,ABEDEN,ua,1,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,330634,2,0,1,1,0,12.708767,402,1560.6346,627375.13,128.5,2371600,1540,7.3395376,14.679075,13.349301
5,ABEDEN,wn,0,ABE,US-PA,Allentown,106632,18,0,DEN,US-CO,Denver,554636,95,0,330634,2,0,0,0,0,12.708767,0,0,0,0,2371600,1540,7.3395376,14.679075,0
6,ABEDFW,aa,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,320663,2,0,0,1,0,12.678146,0,0,0,0,1729225,1315,7.181592,14.363184,0
6,ABEDFW,al,1,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,320663,2,0,1,1,0,12.678146,0,0,0,0,1729225,1315,7.181592,14.363184,0
6,ABEDFW,dl,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,320663,2,1,1,1,0,12.678146,137,1432.7354,196284.75,123,1729225,1315,7.181592,14.363184,12.187326
6,ABEDFW,lcc,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,320663,2,0,0,1,0,12.678146,0,0,0,0,1729225,1315,7.181592,14.363184,0
6,ABEDFW,ua,1,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,320663,2,0,1,1,0,12.678146,198,1456,288288,110.5,1729225,1315,7.181592,14.363184,12.571719
6,ABEDFW,wn,0,ABE,US-PA,Allentown,106632,18,0,DFW,US-TX,Dallas-Fort Worth,534694,98,0,320663,2,0,0,0,0,12.678146,0,0,0,0,1729225,1315,7.181592,14.363184,0
7,ABEFLL,aa,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,129514.5,2,0,0,1,1,11.771548,0,0,0,0,1096209,1047,6.9536843,13.907369,0
7,ABEFLL,al,1,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,129514.5,2,0,1,1,1,11.771548,0,0,0,0,1096209,1047,6.9536843,13.907369,0
7,ABEFLL,dl,1,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,129514.5,2,0,1,1,1,11.771548,328,1276.7266,418766.31,111.5,1096209,1047,6.9536843,13.907369,12.94507
7,ABEFLL,lcc,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,129514.5,2,0,0,1,1,11.771548,0,0,0,0,1096209,1047,6.9536843,13.907369,0
7,ABEFLL,ua,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,129514.5,2,1,1,1,1,11.771548,4,1836,7344,85,1096209,1047,6.9536843,13.907369,8.9017754
7,ABEFLL,wn,0,ABE,US-PA,Allentown,106632,18,0,FLL,US-FL,Fort Lauderdale,152397,84,1,129514.5,2,0,0,1,1,11.771548,0,0,0,0,1096209,1047,6.9536843,13.907369,0
8,ABEIND,aa,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,444251,1,0,0,1,0,13.004145,0,0,0,0,332929,577,6.3578424,12.715685,0
8,ABEIND,al,1,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,444251,1,0,1,1,0,13.004145,0,0,0,0,332929,577,6.3578424,12.715685,0
8,ABEIND,dl,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,444251,1,1,1,1,0,13.004145,1,601,601,110,332929,577,6.3578424,12.715685,6.4002576
8,ABEIND,lcc,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,444251,1,0,0,1,0,13.004145,8,636,5088,36.5,332929,577,6.3578424,12.715685,8.5348368
8,ABEIND,ua,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,444251,1,1,1,1,0,13.004145,69,831,57339,105,332929,577,6.3578424,12.715685,10.956754
8,ABEIND,wn,0,ABE,US-PA,Allentown,106632,18,0,IND,US-IN,Indianapolis,781870,76,0,444251,1,0,0,1,0,13.004145,0,0,0,0,332929,577,6.3578424,12.715685,0
9,ABELAX,aa,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,1900726,1,0,0,1,1,14.457747,0,0,0,0,5707321,2389,7.7786303,15.557261,0
9,ABELAX,al,1,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,1900726,1,0,1,1,1,14.457747,0,0,0,0,5707321,2389,7.7786303,15.557261,0
9,ABELAX,dl,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,1900726,1,1,1,1,1,14.457747,71,2674.5667,189894.23,114,5707321,2389,7.7786303,15.557261,12.154228
9,ABELAX,lcc,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,1900726,1,0,0,1,1,14.457747,0,0,0,0,5707321,2389,7.7786303,15.557261,0
9,ABELAX,ua,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,1900726,1,1,1,1,1,14.457747,194,2454.8022,476231.63,120.5,5707321,2389,7.7786303,15.557261,13.073662
9,ABELAX,wn,0,ABE,US-PA,Allentown,106632,18,0,LAX,US-CA,Los Angeles,3694820,95,1,1900726,1,0,0,1,1,14.457747,0,0,0,0,5707321,2389,7.7786303,15.557261,0
10,ABEMCO,aa,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,146291.5,2,0,0,1,1,11.893356,0,0,0,0,820836,906,6.8090391,13.618078,0
10,ABEMCO,al,1,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,146291.5,2,0,1,1,1,11.893356,0,0,0,0,820836,906,6.8090391,13.618078,0
10,ABEMCO,dl,1,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,146291.5,2,0,1,1,1,11.893356,4674,952.18207,4450499,120.5,820836,906,6.8090391,13.618078,15.308527
10,ABEMCO,lcc,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,146291.5,2,0,0,1,1,11.893356,0,0,0,0,820836,906,6.8090391,13.618078,0
10,ABEMCO,ua,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,146291.5,2,1,1,1,1,11.893356,44,1659,72996,107,820836,906,6.8090391,13.618078,11.198174
10,ABEMCO,wn,0,ABE,US-PA,Allentown,106632,18,0,MCO,US-FL,Orlando,185951,92,1,146291.5,2,0,0,1,1,11.893356,0,0,0,0,820836,906,6.8090391,13.618078,0
11,ABEMIA,aa,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,234551,1,0,0,1,1,12.365428,0,0,0,0,1140624,1068,6.9735432,13.947086,0
11,ABEMIA,al,1,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,234551,1,0,1,1,1,12.365428,0,0,0,0,1140624,1068,6.9735432,13.947086,0
11,ABEMIA,dl,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,234551,1,1,1,1,1,12.365428,154,1287,198198,110,1140624,1068,6.9735432,13.947086,12.197027
11,ABEMIA,lcc,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,234551,1,0,0,1,1,12.365428,0,0,0,0,1140624,1068,6.9735432,13.947086,0
11,ABEMIA,ua,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,234551,1,1,1,1,1,12.365428,14,1851,25914,98.5,1140624,1068,6.9735432,13.947086,10.162578
11,ABEMIA,wn,0,ABE,US-PA,Allentown,106632,18,0,MIA,US-FL,Miami,362470,89,1,234551,1,0,0,0,1,12.365428,0,0,0,0,1140624,1068,6.9735432,13.947086,0
12,ABEMSY,aa,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,295653,2,0,0,1,0,12.596942,0,0,0,0,1234321,1111,7.0130157,14.026031,0
12,ABEMSY,al,1,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,295653,2,0,1,1,0,12.596942,0,0,0,0,1234321,1111,7.0130157,14.026031,0
12,ABEMSY,dl,1,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,295653,2,0,1,1,0,12.596942,212,1123.7894,238243.36,111,1234321,1111,7.0130157,14.026031,12.381052
12,ABEMSY,lcc,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,295653,2,0,0,1,0,12.596942,0,0,0,0,1234321,1111,7.0130157,14.026031,0
12,ABEMSY,ua,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,295653,2,1,1,1,0,12.596942,44,1491,65604,91,1234321,1111,7.0130157,14.026031,11.091407
12,ABEMSY,wn,0,ABE,US-PA,Allentown,106632,18,0,MSY,US-LA,New Orleans,484674,87,0,295653,2,0,0,1,0,12.596942,0,0,0,0,1234321,1111,7.0130157,14.026031,0
13,ABEORD,aa,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,1501324,2,0,0,1,0,14.221858,0,0,0,0,427716,654,6.4831076,12.966215,0
13,ABEORD,al,1,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,1501324,2,0,1,1,0,14.221858,0,0,0,0,427716,654,6.4831076,12.966215,0
13,ABEORD,dl,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,1501324,2,1,1,1,0,14.221858,6,1165.25,6991.5,110,427716,654,6.4831076,12.966215,8.8525934
13,ABEORD,lcc,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,1501324,2,0,0,1,0,14.221858,14,1007.5,14105,42,427716,654,6.4831076,12.966215,9.5543556
13,ABEORD,ua,1,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,1501324,2,0,1,1,0,14.221858,2550,656.36743,1673737,122,427716,654,6.4831076,12.966215,14.33057
13,ABEORD,wn,0,ABE,US-PA,Allentown,106632,18,0,ORD,US-IL,Chicago,2896016,97,0,1501324,2,0,0,0,0,14.221858,0,0,0,0,427716,654,6.4831076,12.966215,0
14,ABEPBI,aa,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,94367.5,1,0,0,1,1,11.454952,0,0,0,0,1012036,1006,6.9137373,13.827475,0
14,ABEPBI,al,1,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,94367.5,1,0,1,1,1,11.454952,0,0,0,0,1012036,1006,6.9137373,13.827475,0
14,ABEPBI,dl,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,94367.5,1,1,1,1,1,11.454952,202,1237,249874,110.5,1012036,1006,6.9137373,13.827475,12.428716
14,ABEPBI,lcc,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,94367.5,1,0,0,1,1,11.454952,0,0,0,0,1012036,1006,6.9137373,13.827475,0
14,ABEPBI,ua,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,94367.5,1,1,1,1,1,11.454952,7,1798,12586,82,1012036,1006,6.9137373,13.827475,9.4404202
14,ABEPBI,wn,0,ABE,US-PA,Allentown,106632,18,0,PBI,US-FL,West Palm Beach,82103,68,1,94367.5,1,0,0,1,1,11.454952,0,0,0,0,1012036,1006,6.9137373,13.827475,0
15,ABERSW,aa,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,79301,2,0,0,1,1,11.281006,0,0,0,0,1077444,1038,6.9450512,13.890102,0
15,ABERSW,al,1,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,79301,2,0,1,1,1,11.281006,0,0,0,0,1077444,1038,6.9450512,13.890102,0
15,ABERSW,dl,1,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,79301,2,0,1,1,1,11.281006,290,1207,350030,111,1077444,1038,6.9450512,13.890102,12.765777
15,ABERSW,lcc,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,79301,2,0,0,1,1,11.281006,0,0,0,0,1077444,1038,6.9450512,13.890102,0
15,ABERSW,ua,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,79301,2,1,1,1,1,11.281006,6,1774,10644,86.5,1077444,1038,6.9450512,13.890102,9.2728453
15,ABERSW,wn,0,ABE,US-PA,Allentown,106632,18,0,RSW,US-FL,Fort Myers,51970,68,1,79301,2,0,0,0,1,11.281006,0,0,0,0,1077444,1038,6.9450512,13.890102,0
16,ABESFO,aa,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,441682.5,1,0,0,1,1,12.998346,0,0,0,0,6250000,2500,7.8240461,15.648092,0
16,ABESFO,al,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,441682.5,1,1,1,1,1,12.998346,0,0,0,0,6250000,2500,7.8240461,15.648092,0
16,ABESFO,dl,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,441682.5,1,1,1,1,1,12.998346,41,2833.3809,116168.62,116.5,6250000,2500,7.8240461,15.648092,11.662807
16,ABESFO,lcc,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,441682.5,1,0,0,1,1,12.998346,0,0,0,0,6250000,2500,7.8240461,15.648092,0
16,ABESFO,ua,1,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,441682.5,1,0,1,1,1,12.998346,287,2524.1567,724433,113.5,6250000,2500,7.8240461,15.648092,13.493146
16,ABESFO,wn,0,ABE,US-PA,Allentown,106632,18,0,SFO,US-CA,San Francisco,776733,88,1,441682.5,1,0,0,0,1,12.998346,0,0,0,0,6250000,2500,7.8240461,15.648092,0
17,ABESTL,aa,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,227410.5,0,0,0,1,0,12.334512,0,0,0,0,648025,805,6.6908422,13.381684,0
17,ABESTL,al,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,227410.5,0,1,1,1,0,12.334512,0,0,0,0,648025,805,6.6908422,13.381684,0
17,ABESTL,dl,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,227410.5,0,1,1,1,0,12.334512,29,1175,34075,108,648025,805,6.6908422,13.381684,10.436349
17,ABESTL,lcc,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,227410.5,0,0,0,1,0,12.334512,0,0,0,0,648025,805,6.6908422,13.381684,0
17,ABESTL,ua,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,227410.5,0,1,1,1,0,12.334512,110,912,100320,103,648025,805,6.6908422,13.381684,11.51613
17,ABESTL,wn,0,ABE,US-PA,Allentown,106632,18,0,STL,US-MO,St Louis,348189,90,0,227410.5,0,0,0,1,0,12.334512,0,0,0,0,648025,805,6.6908422,13.381684,0
18,ABETPA,aa,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,205039.5,2,0,0,1,1,12.230958,0,0,0,0,927369,963,6.8700533,13.740107,0
18,ABETPA,al,1,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,205039.5,2,0,1,1,1,12.230958,0,0,0,0,927369,963,6.8700533,13.740107,0
18,ABETPA,dl,1,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,205039.5,2,0,1,1,1,12.230958,354,1100.1841,389465.16,115.5,927369,963,6.8700533,13.740107,12.872532
18,ABETPA,lcc,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,205039.5,2,0,0,1,1,12.230958,0,0,0,0,927369,963,6.8700533,13.740107,0
18,ABETPA,ua,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,205039.5,2,1,1,1,1,12.230958,20,1666,33320,99,927369,963,6.8700533,13.740107,10.413943
18,ABETPA,wn,0,ABE,US-PA,Allentown,106632,18,0,TPA,US-FL,Tampa,303447,92,1,205039.5,2,0,0,1,1,12.230958,0,0,0,0,927369,963,6.8700533,13.740107,0
19,ABQALB,aa,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,272132.5,1,1,1,1,0,12.514045,92,1874.2894,172434.63,83,3359889,1833,7.5137091,15.027418,12.057779
19,ABQALB,al,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,272132.5,1,1,1,1,0,12.514045,0,0,0,0,3359889,1833,7.5137091,15.027418,0
19,ABQALB,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,272132.5,1,0,1,1,0,12.514045,564,2031.3917,1145704.9,109.5,3359889,1833,7.5137091,15.027418,13.951531
19,ABQALB,lcc,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,272132.5,1,0,1,0,0,12.514045,0,0,0,0,3359889,1833,7.5137091,15.027418,0
19,ABQALB,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,272132.5,1,1,1,1,0,12.514045,22,1960,43120,102,3359889,1833,7.5137091,15.027418,10.671765
19,ABQALB,wn,0,ABQ,US-NM,Albuquerque,448607,67,0,ALB,US-NY,Albany,95658,50,0,272132.5,1,1,1,1,0,12.514045,106,2119.4651,224663.3,55.5,3359889,1833,7.5137091,15.027418,12.322363
20,ABQATL,aa,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,432540.5,4,0,1,1,0,12.977431,540,1355.8334,732150,98.5,1610361,1269,7.1459846,14.291969,13.503742
20,ABQATL,al,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,432540.5,4,0,1,1,0,12.977431,0,0,0,0,1610361,1269,7.1459846,14.291969,0
20,ABQATL,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,432540.5,4,0,1,1,0,12.977431,3329,1333.7223,4439961.5,142,1610361,1269,7.1459846,14.291969,15.306156
20,ABQATL,lcc,1,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,432540.5,4,0,1,1,0,12.977431,206,1570.2299,323467.34,33.5,1610361,1269,7.1459846,14.291969,12.686856
20,ABQATL,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,432540.5,4,1,1,1,0,12.977431,189,1508.3939,285086.44,108,1610361,1269,7.1459846,14.291969,12.560552
20,ABQATL,wn,0,ABQ,US-NM,Albuquerque,448607,67,0,ATL,US-GA,Atlanta,416474,97,0,432540.5,4,0,1,0,0,12.977431,0,0,0,0,1610361,1269,7.1459846,14.291969,0
21,ABQAUS,aa,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,552584.5,4,0,1,1,0,13.222362,627,754.22888,472901.5,106,375769,613,6.418365,12.83673,13.066645
21,ABQAUS,al,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,552584.5,4,0,1,1,0,13.222362,0,0,0,0,375769,613,6.418365,12.83673,0
21,ABQAUS,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,552584.5,4,0,1,1,0,13.222362,260,752,195520,123,375769,613,6.418365,12.83673,12.183423
21,ABQAUS,lcc,0,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,552584.5,4,1,1,1,0,13.222362,0,0,0,0,375769,613,6.418365,12.83673,0
21,ABQAUS,ua,0,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,552584.5,4,1,1,1,0,13.222362,52,1117,58084,101.5,375769,613,6.418365,12.83673,10.969663
21,ABQAUS,wn,1,ABQ,US-NM,Albuquerque,448607,67,0,AUS,US-TX,Austin,656562,74,0,552584.5,4,0,1,1,0,13.222362,3419,743.1853,2540950.5,57,375769,613,6.418365,12.83673,14.748049
22,ABQBDL,aa,1,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,285092.5,3,0,1,1,0,12.560569,587,2001.6526,1174970.1,93,3556996,1886,7.5422134,15.084427,13.976754
22,ABQBDL,al,1,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,285092.5,3,0,1,1,0,12.560569,0,0,0,0,3556996,1886,7.5422134,15.084427,0
22,ABQBDL,dl,1,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,285092.5,3,0,1,1,0,12.560569,817,1962.3987,1603279.8,115,3556996,1886,7.5422134,15.084427,14.287562
22,ABQBDL,lcc,0,ABQ,US-NM,Albuquerque,448607,67,0,BDL,US-CT,Hartford,121578,66,0,285092.5,3,1,1,1,0,12.560569,0,0,0,0,3556996,1886,7.5422134,15.084427,0
